"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","3","0.0-0.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","3086","0.0-1.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","[{""page_index"":0,""viewing_time"":3082}]","3083","","","","","","","","","","","","","","","","","","","",""
"","","","","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","","fullscreenenter","2","6453","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","7381","0.0-2.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","89467","0.0-4.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","[{""page_index"":0,""viewing_time"":28851},{""page_index"":1,""viewing_time"":25899},{""page_index"":2,""viewing_time"":11429},{""page_index"":3,""viewing_time"":4922},{""page_index"":4,""viewing_time"":10982}]","82084","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","89969","0.0-5.0-1.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","91472","0.0-5.0-2.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw070.bmp","0","Match","e","1500","","","","","",""
"html-keyboard-response","6","95475","0.0-5.0-3.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","97688","0.0-5.0-4.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","2211","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw070.bmp","0","Match","e","1500","trustrating_stim/white_mw070.bmp","red","Keep","PRACTICE","1",""
"html-keyboard-response","8","98191","0.0-5.0-5.0","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","9","98693","0.0-5.0-1.1","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","10","103196","0.0-5.0-2.1","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw078.bmp","0,1,1","Match","e","4500","","","","","",""
"html-keyboard-response","11","107199","0.0-5.0-3.1","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","12","109767","0.0-5.0-4.1","6400e1e1c539ed3882af8d8f","bdp_wmem","Sun Mar 12 2023 19:39:54 GMT-0500 (CDT)","618936","Match,No Match","","2566","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw078.bmp","0,1,1","Match","e","4500","trustrating_stim/white_mw092.bmp","green","Share","PRACTICE","1",""
