"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","57","200205","0.0-7.0-2.4","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","58","204219","0.0-7.0-3.4","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","59","206011","0.0-7.0-4.4","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","1791","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","trustrating_stim/white_mw042.bmp","green","Share","REAL","1"
"html-keyboard-response","60","206526","0.0-7.0-5.4","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","61","207028","0.0-7.0-1.5","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","62","210037","0.0-7.0-2.5","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"html-keyboard-response","63","214042","0.0-7.0-3.5","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","64","215163","0.0-7.0-4.5","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","1120","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw012.bmp","green","Share","REAL","1"
"html-keyboard-response","65","215679","0.0-7.0-5.5","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","66","216181","0.0-7.0-1.6","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","67","220696","0.0-7.0-2.6","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw003.bmp","1,0,1","Match","e","4500","","","","",""
"html-keyboard-response","68","224709","0.0-7.0-3.6","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","69","226123","0.0-7.0-4.6","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","1414","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw003.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw012.bmp","red","Keep","REAL","1"
"html-keyboard-response","70","226630","0.0-7.0-5.6","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","71","227132","0.0-7.0-1.7","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","72","231648","0.0-7.0-2.7","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw091.bmp","1,0,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","73","235660","0.0-7.0-3.7","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","74","237372","0.0-7.0-4.7","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","1710","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw091.bmp","1,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw042.bmp","red","Keep","REAL","1"
"html-keyboard-response","75","237890","0.0-7.0-5.7","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","76","238392","0.0-7.0-1.8","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","77","242907","0.0-7.0-2.8","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp","0,0,1","noMatchFace","i","4500","","","","",""
"html-keyboard-response","78","246919","0.0-7.0-3.8","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","79","248459","0.0-7.0-4.8","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","1540","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp","0,0,1","noMatchFace","i","4500","trustrating_stim/white_mw012.bmp","red","Keep","REAL","0"
"html-keyboard-response","80","248973","0.0-7.0-5.8","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","81","249475","0.0-7.0-1.9","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","82","252485","0.0-7.0-2.9","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","83","256498","0.0-7.0-3.9","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","84","257387","0.0-7.0-4.9","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","888","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","trustrating_stim/white_mw013.bmp","red","Keep","REAL","1"
"html-keyboard-response","85","257902","0.0-7.0-5.9","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","86","258404","0.0-7.0-1.10","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","87","259909","0.0-7.0-2.10","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw042.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","88","263923","0.0-7.0-3.10","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","89","264772","0.0-7.0-4.10","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","847","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw042.bmp","1","Match","e","1500","trustrating_stim/white_mw042.bmp","green","Share","REAL","1"
"html-keyboard-response","90","265281","0.0-7.0-5.10","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","91","265782","0.0-7.0-1.11","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","92","270288","0.0-7.0-2.11","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw038.bmp","1,0,1","Match","e","4500","","","","",""
"html-keyboard-response","93","274301","0.0-7.0-3.11","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","94","276363","0.0-7.0-4.11","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","2061","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw038.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw092.bmp","red","Keep","REAL","1"
"html-keyboard-response","95","276870","0.0-7.0-5.11","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","96","277373","0.0-7.0-1.12","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","97","281887","0.0-7.0-2.12","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp","1,1,0","Match","e","4500","","","","",""
"html-keyboard-response","98","285900","0.0-7.0-3.12","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","99","286850","0.0-7.0-4.12","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","950","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp","1,1,0","Match","e","4500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"html-keyboard-response","100","287359","0.0-7.0-5.12","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","101","287861","0.0-7.0-1.13","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","102","292376","0.0-7.0-2.13","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw092.bmp","0,0,1","Match","e","4500","","","","",""
"html-keyboard-response","103","296389","0.0-7.0-3.13","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","104","298226","0.0-7.0-4.13","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","1836","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw092.bmp","0,0,1","Match","e","4500","trustrating_stim/white_mw092.bmp","green","Share","REAL","1"
"html-keyboard-response","105","298728","0.0-7.0-5.13","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","106","299229","0.0-7.0-1.14","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","107","302239","0.0-7.0-2.14","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw070.bmp","1,0","noMatchFace","i","3000","","","","",""
"html-keyboard-response","108","306252","0.0-7.0-3.14","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","109","307218","0.0-7.0-4.14","6400f80179f04251a962fd22","bdp_wmem","Tue Mar 14 2023 13:43:34 GMT-0500 (Central Daylight Time)","603351","Match,No Match","","","","","","965","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw070.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw040.bmp","red","Keep","REAL","1"
