"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","pavlovia","0","12","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","instructions","1","11426","0.0-1.0","[{""page_index"":0,""viewing_time"":11413}]","11413","","","","","","","","","","","","","","",""
"fullscreenexit","2","13477","fullscreenexit","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","fullscreen","2","14249","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","image-keyboard-response","3","18423","0.0-3.0-0.0","","4170","","","32","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","instructions","4","83036","0.0-4.0","[{""page_index"":0,""viewing_time"":19796},{""page_index"":1,""viewing_time"":12689},{""page_index"":2,""viewing_time"":20337},{""page_index"":3,""viewing_time"":5407},{""page_index"":4,""viewing_time"":6128}]","64357","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","5","83553","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","6","86558","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw091.bmp","1,0","Match","e","3000","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","7","90560","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","8","92080","0.0-5.0-4.0","","1517","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw091.bmp","1,0","Match","e","3000","trustrating_stim/white_mw091.bmp","red","Keep","PRACTICE","0"
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","9","92595","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","10","93103","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","11","94615","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw010.bmp","1","Match","e","1500","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","12","98631","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","13","99884","0.0-5.0-4.1","","1251","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw010.bmp","1","Match","e","1500","trustrating_stim/white_mw010.bmp","green","Share","PRACTICE","1"
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","14","100394","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","15","100909","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","16","105424","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp","1,0,0","noMatchOutcome","i","4500","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","17","109436","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","18","113227","0.0-5.0-4.2","","3790","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp","1,0,0","noMatchOutcome","i","4500","trustrating_stim/white_mw012.bmp","red","Keep","PRACTICE","1"
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","19","113733","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_wmem","Mon Mar 13 2023 13:43:46 GMT-0500 (Central Daylight Time)","652930","Match,No Match","html-keyboard-response","20","114248","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
