"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","3","0.0-0.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4267","0.0-1.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","[{""page_index"":0,""viewing_time"":4263}]","4263","","","","","","","","","","","","","","","","","","","",""
"","","","","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","","fullscreenenter","2","9138","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","10122","0.0-2.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","42288","0.0-4.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","[{""page_index"":0,""viewing_time"":12207},{""page_index"":1,""viewing_time"":5935},{""page_index"":2,""viewing_time"":7489},{""page_index"":3,""viewing_time"":3711},{""page_index"":4,""viewing_time"":2823}]","32165","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","42792","0.0-5.0-1.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","47296","0.0-5.0-2.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw003.bmp","1,0,1","noMatchOutcome","i","4500","","","","","",""
"html-keyboard-response","6","51304","0.0-5.0-3.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","55417","0.0-5.0-4.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","4111","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw003.bmp","1,0,1","noMatchOutcome","i","4500","trustrating_stim/white_00050_931230_fa_edt.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","8","55920","0.0-5.0-5.0","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","9","56424","0.0-5.0-1.1","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","10","60926","0.0-5.0-2.1","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0,0","Match","e","4500","","","","","",""
"html-keyboard-response","11","64928","0.0-5.0-3.1","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","12","68706","0.0-5.0-4.1","600dbe709135115f44e0d8b1","bdp_wmem","Tue May 11 2021 15:09:13 GMT-0400 (Eastern Daylight Time)","831322","Match,No Match","","3774","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0,0","Match","e","4500","trustrating_stim/white_mw012.bmp","red","Keep","PRACTICE","1",""
