"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","instructions","1","1668","0.0-1.0","[{""page_index"":0,""viewing_time"":1666}]","1666","","","","","","","","","","","","","","",""
"fullscreenexit","2","2791","fullscreenexit","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","fullscreen","2","3559","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","image-keyboard-response","3","4585","0.0-3.0-0.0","","1022","","","32","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","instructions","4","27512","0.0-4.0","[{""page_index"":0,""viewing_time"":9003},{""page_index"":1,""viewing_time"":6266},{""page_index"":2,""viewing_time"":5292},{""page_index"":3,""viewing_time"":1557},{""page_index"":4,""viewing_time"":555}]","22674","","","","","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","html-keyboard-response","5","28016","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","html-keyboard-response","6","32522","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw078.bmp","0,1,1","Match","e","4500","","","","",""
"","","","","63d55208f472dc9178329bcb","bdp_wmem","Tue Mar 14 2023 00:57:07 GMT-0500 (Central Daylight Time)","557888","Match,No Match","html-keyboard-response","7","36531","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
