"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","pavlovia","0","6","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","instructions","1","7719","0.0-1.0","[{""page_index"":0,""viewing_time"":7713}]","7713","","","","","","","","","","","","","","",""
"fullscreenexit","2","11163","fullscreenexit","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","fullscreen","2","12151","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","image-keyboard-response","3","17073","0.0-3.0-0.0","","4921","","","32","","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","instructions","4","230442","0.0-4.0","[{""page_index"":0,""viewing_time"":43919},{""page_index"":1,""viewing_time"":114193},{""page_index"":2,""viewing_time"":13395},{""page_index"":3,""viewing_time"":18930},{""page_index"":4,""viewing_time"":22673}]","213110","","","","","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","5","230952","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","6","233968","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw012.bmp","0,1","Match","e","3000","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","7","237974","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","8","241188","0.0-5.0-4.0","","3213","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw012.bmp","0,1","Match","e","3000","trustrating_stim/white_mw038.bmp","red","Keep","PRACTICE","0"
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","9","241690","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","10","242202","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","11","245212","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchFace","i","3000","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","12","249213","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","13","251760","0.0-5.0-4.1","","2545","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw042.bmp","green","Share","PRACTICE","0"
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","14","252260","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","15","252768","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","6404fb7b9a7b3cfb4179d185","bdp_wmem","Tue Mar 14 2023 00:48:23 GMT-0400 (Eastern Daylight Time)","799240","Match,No Match","html-keyboard-response","16","257272","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw070.bmp","1,0,0","Match","e","4500","","","","",""
