"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","54","326472","0.0-7.0-4.3","","","2012","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","0,0,1","noMatchFace","i","4500","trustrating_stim/white_mw078.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","55","326976","0.0-7.0-5.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","56","327480","0.0-7.0-1.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","57","331982","0.0-7.0-2.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw078.bmp","0,1,0","noMatchOutcome","i","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","58","335989","0.0-7.0-3.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","59","338001","0.0-7.0-4.4","","","2012","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw078.bmp","0,1,0","noMatchOutcome","i","4500","trustrating_stim/white_mw078.bmp","green","Share","REAL","0"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","60","338506","0.0-7.0-5.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","61","339012","0.0-7.0-1.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","62","340513","0.0-7.0-2.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","noMatchOutcome","i","1500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","63","344525","0.0-7.0-3.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","64","346266","0.0-7.0-4.5","","","1740","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw003.bmp","1","noMatchOutcome","i","1500","trustrating_stim/white_mw003.bmp","red","Keep","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","65","346770","0.0-7.0-5.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","66","347276","0.0-7.0-1.6","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","67","351788","0.0-7.0-2.6","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1,0","noMatchFace","i","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","68","355801","0.0-7.0-3.6","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","69","359083","0.0-7.0-4.6","","","3281","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1,0","noMatchFace","i","4500","trustrating_stim/white_mw013.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","70","359597","0.0-7.0-5.6","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","71","360102","0.0-7.0-1.7","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","72","364620","0.0-7.0-2.7","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw010.bmp","0,1,0","Match","e","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","73","368632","0.0-7.0-3.7","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","74","370952","0.0-7.0-4.7","","","2319","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw010.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw010.bmp","red","Keep","REAL","0"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","75","371463","0.0-7.0-5.7","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","76","371966","0.0-7.0-1.8","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","77","376478","0.0-7.0-2.8","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw012.bmp","1,0,1","noMatchOutcome","i","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","78","380479","0.0-7.0-3.8","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","79","382687","0.0-7.0-4.8","","","2207","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw012.bmp","1,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw078.bmp","red","Keep","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","80","383199","0.0-7.0-5.8","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","81","383704","0.0-7.0-1.9","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","82","385219","0.0-7.0-2.9","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw038.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","83","389226","0.0-7.0-3.9","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","84","392204","0.0-7.0-4.9","","","2976","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw038.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw078.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","85","392711","0.0-7.0-5.9","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","86","393217","0.0-7.0-1.10","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","87","394731","0.0-7.0-2.10","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw010.bmp","1","Match","e","1500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","88","398741","0.0-7.0-3.10","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","89","400053","0.0-7.0-4.10","","","1312","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw010.bmp","1","Match","e","1500","trustrating_stim/white_mw010.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","90","400559","0.0-7.0-5.10","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","91","401064","0.0-7.0-1.11","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","92","404068","0.0-7.0-2.11","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","93","408077","0.0-7.0-3.11","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","94","409882","0.0-7.0-4.11","","","1805","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","95","410387","0.0-7.0-5.11","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","96","410890","0.0-7.0-1.12","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","97","413897","0.0-7.0-2.12","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp","1,0","noMatchOutcome","i","3000","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","98","417912","0.0-7.0-3.12","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","99","419976","0.0-7.0-4.12","","","2063","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","100","420487","0.0-7.0-5.12","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","101","420993","0.0-7.0-1.13","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","102","422500","0.0-7.0-2.13","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","noMatchOutcome","i","1500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","103","426518","0.0-7.0-3.13","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","104","429009","0.0-7.0-4.13","","","2488","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw003.bmp","1","noMatchOutcome","i","1500","trustrating_stim/white_mw003.bmp","red","Keep","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","105","429520","0.0-7.0-5.13","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","106","430024","0.0-7.0-1.14","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
