"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","6","211983","0.0-5.0-2.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","0","Match","e","1500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","7","215990","0.0-5.0-3.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","8","224147","0.0-5.0-4.0","","","8154","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw012.bmp","0","Match","e","1500","trustrating_stim/white_mw012.bmp","red","Keep","PRACTICE","0"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","9","224649","0.0-5.0-5.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","10","225154","0.0-5.0-1.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","11","226657","0.0-5.0-2.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw042.bmp","0","noMatchFace","i","1500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","12","230665","0.0-5.0-3.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","13","233766","0.0-5.0-4.1","","","3099","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw042.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","14","234281","0.0-5.0-5.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","15","234786","0.0-5.0-1.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","16","237801","0.0-5.0-2.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw042.bmp","1,0","noMatchFace","i","3000","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","17","241807","0.0-5.0-3.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","18","243771","0.0-5.0-4.2","","","1962","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw042.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","19","244287","0.0-5.0-5.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","20","244789","0.0-5.0-1.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","21","249299","0.0-5.0-2.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw012.bmp","0,0,1","noMatchOutcome","i","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","22","253308","0.0-5.0-3.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","23","255305","0.0-5.0-4.3","","","1996","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw012.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","24","255816","0.0-5.0-5.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","25","256320","0.0-5.0-1.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","26","259326","0.0-5.0-2.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","27","263339","0.0-5.0-3.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","28","265114","0.0-5.0-4.4","","","1773","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","trustrating_stim/white_mw038.bmp","green","Share","PRACTICE","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","29","265627","0.0-5.0-5.4","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","30","266131","0.0-5.0-1.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","31","270637","0.0-5.0-2.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","32","274651","0.0-5.0-3.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","33","277380","0.0-5.0-4.5","","","2728","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw078.bmp","red","Keep","PRACTICE","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","34","277886","0.0-5.0-5.5","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","instructions","35","281679","0.0-6.0","","[{""page_index"":0,""viewing_time"":3793}]","3793","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","36","282182","0.0-7.0-1.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","37","286698","0.0-7.0-2.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp","1,0,1","Match","e","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","38","290701","0.0-7.0-3.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","39","292407","0.0-7.0-4.0","","","1706","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw012.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","40","292917","0.0-7.0-5.0","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","41","293422","0.0-7.0-1.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","42","297929","0.0-7.0-2.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw078.bmp","1,0,0","Match","e","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","43","301938","0.0-7.0-3.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","44","303956","0.0-7.0-4.1","","","2017","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw078.bmp","1,0,0","Match","e","4500","trustrating_stim/white_mw012.bmp","green","Share","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","45","304469","0.0-7.0-5.1","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","46","304980","0.0-7.0-1.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","47","307985","0.0-7.0-2.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw078.bmp","0,1","Match","e","3000","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","48","311988","0.0-7.0-3.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","49","314922","0.0-7.0-4.2","","","2932","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw078.bmp","0,1","Match","e","3000","trustrating_stim/white_mw042.bmp","red","Keep","REAL","1"
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","50","315424","0.0-7.0-5.2","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","51","315930","0.0-7.0-1.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","52","320446","0.0-7.0-2.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","0,0,1","noMatchFace","i","4500","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_wmem","Mon Mar 13 2023 15:20:48 GMT-0400 (Eastern Daylight Time)","762627","Match,No Match","html-keyboard-response","53","324460","0.0-7.0-3.3","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
