"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","10","338641","0.0-5.0-2.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","11","342642","0.0-5.0-3.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","346473","0.0-5.0-4.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","3829","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","13","346976","0.0-5.0-5.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","347480","0.0-5.0-1.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","351985","0.0-5.0-2.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw092.bmp","1,0,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","16","355987","0.0-5.0-3.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","358288","0.0-5.0-4.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","2299","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw092.bmp","1,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw092.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","18","358790","0.0-5.0-5.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","359292","0.0-5.0-1.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","360794","0.0-5.0-2.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","0","Match","e","1500","","","","",""
"html-keyboard-response","21","364796","0.0-5.0-3.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","367264","0.0-5.0-4.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","2466","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw012.bmp","0","Match","e","1500","trustrating_stim/white_mw012.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","23","367767","0.0-5.0-5.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","368269","0.0-5.0-1.4","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","369771","0.0-5.0-2.4","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw038.bmp","1","noMatchFace","i","1500","","","","",""
"html-keyboard-response","26","373772","0.0-5.0-3.4","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","374895","0.0-5.0-4.4","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","1121","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw038.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw092.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","28","375397","0.0-5.0-5.4","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","375899","0.0-5.0-1.5","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","378900","0.0-5.0-2.5","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"html-keyboard-response","31","382903","0.0-5.0-3.5","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","384256","0.0-5.0-4.5","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","1351","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw013.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","384758","0.0-5.0-5.5","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","388017","0.0-6.0","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","[{""page_index"":0,""viewing_time"":3258}]","3258","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","388518","0.0-7.0-1.0","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","390023","0.0-7.0-2.0","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw070.bmp","0","noMatchOutcome","i","1500","","","","",""
"html-keyboard-response","37","394024","0.0-7.0-3.0","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","395095","0.0-7.0-4.0","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","1070","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw070.bmp","0","noMatchOutcome","i","1500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"html-keyboard-response","39","395597","0.0-7.0-5.0","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","396098","0.0-7.0-1.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","397600","0.0-7.0-2.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw010.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","42","401602","0.0-7.0-3.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","402777","0.0-7.0-4.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","1173","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw010.bmp","1","Match","e","1500","trustrating_stim/white_mw010.bmp","green","Share","REAL","1"
"html-keyboard-response","44","403279","0.0-7.0-5.1","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","403781","0.0-7.0-1.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","408284","0.0-7.0-2.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","1,1,0","Match","e","4500","","","","",""
"html-keyboard-response","47","412287","0.0-7.0-3.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","414219","0.0-7.0-4.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","1929","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","1,1,0","Match","e","4500","trustrating_stim/white_mw042.bmp","green","Share","REAL","1"
"html-keyboard-response","49","414721","0.0-7.0-5.2","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","50","415223","0.0-7.0-1.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","51","416727","0.0-7.0-2.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","52","420729","0.0-7.0-3.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","53","421674","0.0-7.0-4.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","942","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
"html-keyboard-response","54","422176","0.0-7.0-5.3","608d0831835bd8f85ac9237e","bdp_wmem","Sun Mar 12 2023 23:20:05 GMT-0400 (Eastern Daylight Time)","851644","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
