"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","21","112571","0.0-5.0-3.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","114042","0.0-5.0-4.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","1469","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw010.bmp","0","Match","e","1500","trustrating_stim/white_mw010.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","23","114548","0.0-5.0-5.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","115051","0.0-5.0-1.4","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","119556","0.0-5.0-2.4","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw038.bmp","1,0,0","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","26","123563","0.0-5.0-3.4","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","125780","0.0-5.0-4.4","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","2216","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw038.bmp","1,0,0","noMatchOutcome","i","4500","trustrating_stim/white_mw038.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","28","126284","0.0-5.0-5.4","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","126788","0.0-5.0-1.5","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","129796","0.0-5.0-2.5","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","31","133804","0.0-5.0-3.5","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","135032","0.0-5.0-4.5","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","1227","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","trustrating_stim/white_mw092.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","135541","0.0-5.0-5.5","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","139868","0.0-6.0","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","[{""page_index"":0,""viewing_time"":4327}]","4327","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","140373","0.0-7.0-1.0","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","143381","0.0-7.0-2.0","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw078.bmp","1,0","noMatchOutcome","i","3000","","","","",""
"html-keyboard-response","37","147388","0.0-7.0-3.0","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","148552","0.0-7.0-4.0","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","1163","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw078.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw070.bmp","red","Keep","REAL","1"
"html-keyboard-response","39","149061","0.0-7.0-5.0","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","149564","0.0-7.0-1.1","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","154069","0.0-7.0-2.1","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","42","158077","0.0-7.0-3.1","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","160182","0.0-7.0-4.1","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","2104","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1,1","noMatchOutcome","i","4500","trustrating_stim/white_mw012.bmp","red","Keep","REAL","1"
"html-keyboard-response","44","160685","0.0-7.0-5.1","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","161189","0.0-7.0-1.2","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","162694","0.0-7.0-2.2","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","47","166701","0.0-7.0-3.2","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","167954","0.0-7.0-4.2","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","1252","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
"html-keyboard-response","49","168461","0.0-7.0-5.2","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","50","168964","0.0-7.0-1.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","51","170470","0.0-7.0-2.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw038.bmp","1","noMatchOutcome","i","1500","","","","",""
"html-keyboard-response","52","174477","0.0-7.0-3.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","53","175601","0.0-7.0-4.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","1123","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw038.bmp","1","noMatchOutcome","i","1500","trustrating_stim/white_mw038.bmp","red","Keep","REAL","1"
"html-keyboard-response","54","176102","0.0-7.0-5.3","608590825d295c858cbe7fa9","bdp_wmem","Mon Mar 13 2023 12:27:20 GMT-0700 (Pacific Daylight Time)","595763","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
