"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","3","0.0-0.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","2205","0.0-1.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","[{""page_index"":0,""viewing_time"":2201}]","2202","","","","","","","","","","","","","","","","","","","",""
"","","","","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","","fullscreenenter","2","4474","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","5432","0.0-2.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","63627","0.0-4.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","[{""page_index"":0,""viewing_time"":23149},{""page_index"":1,""viewing_time"":21481},{""page_index"":2,""viewing_time"":6685},{""page_index"":3,""viewing_time"":2774},{""page_index"":4,""viewing_time"":4100}]","58192","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","64130","0.0-5.0-1.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","68636","0.0-5.0-2.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","0,1,0","Match","e","4500","","","","","",""
"html-keyboard-response","6","72640","0.0-5.0-3.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","74375","0.0-5.0-4.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","1731","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw010.bmp","red","Keep","PRACTICE","1",""
"html-keyboard-response","8","74879","0.0-5.0-5.0","62ded68be9e12bf448a7ffdb","bdp_wmem","Wed Mar 15 2023 20:08:20 GMT-0700 (Pacific Daylight Time)","605255","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
