"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","3","0.0-0.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","2221","0.0-1.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","[{""page_index"":0,""viewing_time"":2218}]","2218","","","","","","","","","","","","","","","","","","","",""
"","","","","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","","fullscreenenter","2","7385","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","8306","0.0-2.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","139416","0.0-4.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","[{""page_index"":0,""viewing_time"":20690},{""page_index"":1,""viewing_time"":68696},{""page_index"":2,""viewing_time"":27762},{""page_index"":3,""viewing_time"":7130},{""page_index"":4,""viewing_time"":6830}]","131108","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","139919","0.0-5.0-1.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","142922","0.0-5.0-2.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw042.bmp","0,1","Match","e","3000","","","","","",""
"html-keyboard-response","6","146925","0.0-5.0-3.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","149358","0.0-5.0-4.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","2431","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw042.bmp","0,1","Match","e","3000","trustrating_stim/white_mw010.bmp","red","Keep","PRACTICE","0",""
"html-keyboard-response","8","149861","0.0-5.0-5.0","631bc422eec20143118ad66b","bdp_wmem","Fri Mar 10 2023 15:20:06 GMT-0500 (Eastern Standard Time)","670494","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
