"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","instructions","1","2866","0.0-1.0","[{""page_index"":0,""viewing_time"":2862}]","2862","","","","","","","","","","","","","","",""
"fullscreenexit","2","6115","fullscreenexit","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","fullscreen","2","7106","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","image-keyboard-response","3","10328","0.0-3.0-0.0","","3219","","","32","","","","","","","","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","instructions","4","57416","0.0-4.0","[{""page_index"":0,""viewing_time"":25633},{""page_index"":1,""viewing_time"":5890},{""page_index"":2,""viewing_time"":5099},{""page_index"":3,""viewing_time"":3765},{""page_index"":4,""viewing_time"":6447}]","46834","","","","","","","","","","","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","html-keyboard-response","5","57918","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","html-keyboard-response","6","60921","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw078.bmp","0,1","Match","e","3000","","","","",""
"","","","","5de7fd8df31ad27743f8d19f","bdp_wmem","Thu Jul 28 2022 12:09:20 GMT-0400 (Eastern Daylight Time)","577837","Match,No Match","html-keyboard-response","7","64924","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
