"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","16","69587","0.0-5.0-3.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","70967","0.0-5.0-4.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1378","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw085.bmp","0,1,1","noMatchOutcome","i","4500","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","18","71475","0.0-5.0-5.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","71981","0.0-5.0-1.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","74989","0.0-5.0-2.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw010.bmp","0,1","Match","e","3000","","","","",""
"html-keyboard-response","21","78997","0.0-5.0-3.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","80711","0.0-5.0-4.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1712","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw010.bmp","0,1","Match","e","3000","trustrating_stim/white_mw091.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","23","81219","0.0-5.0-5.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","81726","0.0-5.0-1.4","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","83235","0.0-5.0-2.4","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","26","87246","0.0-5.0-3.4","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","88910","0.0-5.0-4.4","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1662","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw012.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","28","89422","0.0-5.0-5.4","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","89934","0.0-5.0-1.5","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","91443","0.0-5.0-2.5","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","31","95454","0.0-5.0-3.5","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","96375","0.0-5.0-4.5","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","918","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","96878","0.0-5.0-5.5","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","129998","0.0-6.0","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":33120}]","33120","","","","","","","","","","","","","","",""
"html-keyboard-response","35","130500","0.0-7.0-1.0","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","133508","0.0-7.0-2.0","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","37","137519","0.0-7.0-3.0","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","138611","0.0-7.0-4.0","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1090","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","3000","trustrating_stim/white_mw078.bmp","green","Share","REAL","1"
"html-keyboard-response","39","139119","0.0-7.0-5.0","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","139630","0.0-7.0-1.1","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","142639","0.0-7.0-2.1","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp","0,1","noMatchFace","i","3000","","","","",""
"html-keyboard-response","42","146644","0.0-7.0-3.1","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","147774","0.0-7.0-4.1","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1129","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw040.bmp","red","Keep","REAL","0"
"html-keyboard-response","44","148276","0.0-7.0-5.1","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","148783","0.0-7.0-1.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","150292","0.0-7.0-2.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw010.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","47","154303","0.0-7.0-3.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","155621","0.0-7.0-4.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1316","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw010.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw070.bmp","red","Keep","REAL","1"
"html-keyboard-response","49","156127","0.0-7.0-5.2","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","50","156639","0.0-7.0-1.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","51","159647","0.0-7.0-2.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"html-keyboard-response","52","163653","0.0-7.0-3.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","53","164887","0.0-7.0-4.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","1232","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
"html-keyboard-response","54","165391","0.0-7.0-5.3","5f934f7fdc89a111b5712011","bdp_wmem","Tue Mar 14 2023 20:45:51 GMT-0400 (Eastern Daylight Time)","572079","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
