"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"blur","0","0","blurevent","1","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","instructions","1","1321","0.0-1.0","[{""page_index"":0,""viewing_time"":1316}]","1316","","","","","","","","","","","","","","",""
"fullscreenenter","2","4166","fullscreenenter","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","fullscreen","2","5146","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","instructions","3","108651","0.0-4.0","[{""page_index"":0,""viewing_time"":35567},{""page_index"":1,""viewing_time"":33827},{""page_index"":2,""viewing_time"":14643},{""page_index"":3,""viewing_time"":9694},{""page_index"":4,""viewing_time"":9772}]","103504","","","","","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","4","109161","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","5","113673","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp","1,0,0","Match","e","4500","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","6","117678","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","7","120312","0.0-5.0-4.0","","2632","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw070.bmp","1,0,0","Match","e","4500","trustrating_stim/white_mw092.bmp","red","Keep","PRACTICE","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","8","120817","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","9","121324","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","10","125828","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp","0,1,1","noMatchOutcome","i","4500","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","11","129836","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","12","131973","0.0-5.0-4.1","","2136","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw092.bmp","0,1,1","noMatchOutcome","i","4500","trustrating_stim/white_mw070.bmp","green","Share","PRACTICE","0"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","13","132476","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","14","132979","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","15","135986","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw038.bmp","0,1","noMatchFace","i","3000","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","16","139994","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","17","142094","0.0-5.0-4.2","","2097","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw038.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw085.bmp","green","Share","PRACTICE","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","18","142595","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","19","143105","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","20","144611","0.0-5.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","21","148616","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","22","149757","0.0-5.0-4.3","","1138","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","23","150263","0.0-5.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","24","150770","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","25","152281","0.0-5.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","0","noMatchFace","i","1500","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","26","156289","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","27","157374","0.0-5.0-4.4","","1084","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw078.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw091.bmp","red","Keep","PRACTICE","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","28","157880","0.0-5.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","29","158389","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","30","161397","0.0-5.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","31","165401","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","32","166971","0.0-5.0-4.5","","1569","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","trustrating_stim/white_mw013.bmp","red","Keep","PRACTICE","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","33","167479","0.0-5.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","instructions","34","169100","0.0-6.0","[{""page_index"":0,""viewing_time"":1621}]","1621","","","","","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","35","169605","0.0-7.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","36","172612","0.0-7.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchOutcome","i","3000","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","37","176614","0.0-7.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","38","178327","0.0-7.0-4.0","","1712","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw091.bmp","green","Share","REAL","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","39","178832","0.0-7.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","40","179339","0.0-7.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","41","182343","0.0-7.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","42","186346","0.0-7.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","43","188060","0.0-7.0-4.1","","1712","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","trustrating_stim/white_mw042.bmp","red","Keep","REAL","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","44","188565","0.0-7.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","45","189073","0.0-7.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","46","192085","0.0-7.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp","0,1","Match","e","3000","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","47","196094","0.0-7.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","48","197123","0.0-7.0-4.2","","1027","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp","0,1","Match","e","3000","trustrating_stim/white_mw038.bmp","red","Keep","REAL","1"
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","49","197631","0.0-7.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","50","198138","0.0-7.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","51","201145","0.0-7.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw010.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"","","","","","5c9bfbfa325c3d001ad360a8","bdp_wmem","Wed Mar 15 2023 20:40:00 GMT-0700 (Pacific Daylight Time)","621293","Match,No Match","html-keyboard-response","52","205152","0.0-7.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
