"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","2","0.0-0.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","2237","0.0-1.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","[{""page_index"":0,""viewing_time"":2235}]","2235","","","","","","","","","","","","","","","","","","","",""
"","","","","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","","fullscreenenter","2","4468","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","5372","0.0-2.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","60949","0.0-4.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","[{""page_index"":0,""viewing_time"":28972},{""page_index"":1,""viewing_time"":14849},{""page_index"":2,""viewing_time"":5062},{""page_index"":3,""viewing_time"":2720},{""page_index"":4,""viewing_time"":3972}]","55575","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","61451","0.0-5.0-1.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","65953","0.0-5.0-2.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw010.bmp","0,1,1","Match","e","4500","","","","","",""
"html-keyboard-response","6","69954","0.0-5.0-3.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","71380","0.0-5.0-4.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","1425","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw010.bmp","0,1,1","Match","e","4500","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","0",""
"html-keyboard-response","8","71882","0.0-5.0-5.0","61006f43a84b82fb439d7cba","bdp_wmem","Wed Mar 15 2023 13:32:32 GMT-0600 (Mountain Daylight Time)","590885","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
