"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","2","0.0-0.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","6147","0.0-1.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","[{""page_index"":0,""viewing_time"":6144}]","6144","","","","","","","","","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","","fullscreenenter","2","8831","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","9803","0.0-2.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","","fullscreenexit","3","11000","fullscreenexit","","","","","","","","","","","","","","","",""
"instructions","3","30713","0.0-4.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","[{""page_index"":0,""viewing_time"":13512},{""page_index"":1,""viewing_time"":2059},{""page_index"":2,""viewing_time"":1169},{""page_index"":3,""viewing_time"":642},{""page_index"":4,""viewing_time"":3526}]","20908","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","31215","0.0-5.0-1.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","32718","0.0-5.0-2.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw010.bmp","0","noMatchFace","i","1500","","","","","",""
"html-keyboard-response","6","36719","0.0-5.0-3.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","39570","0.0-5.0-4.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","2848","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw010.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw013.bmp","red","Keep","PRACTICE","1",""
"html-keyboard-response","8","40072","0.0-5.0-5.0","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","9","40574","0.0-5.0-1.1","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","10","43577","0.0-5.0-2.1","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw010.bmp","0,1","Match","e","3000","","","","","",""
"html-keyboard-response","11","47579","0.0-5.0-3.1","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","12","48793","0.0-5.0-4.1","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","1211","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw010.bmp","0,1","Match","e","3000","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","0",""
"html-keyboard-response","13","49295","0.0-5.0-5.1","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","14","49797","0.0-5.0-1.2","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","15","54301","0.0-5.0-2.2","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp","0,1,0","noMatchOutcome","i","4500","","","","","",""
"html-keyboard-response","16","58302","0.0-5.0-3.2","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","17","60378","0.0-5.0-4.2","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","2074","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp","0,1,0","noMatchOutcome","i","4500","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","18","60878","0.0-5.0-5.2","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","19","61380","0.0-5.0-1.3","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","20","64383","0.0-5.0-2.3","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw092.bmp","0,1","noMatchOutcome","i","3000","","","","","",""
"html-keyboard-response","21","68384","0.0-5.0-3.3","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","22","69058","0.0-5.0-4.3","5f2f86864fd821374b4367bc","bdp_wmem","Fri Mar 10 2023 11:38:51 GMT-0800 (Pacific Standard Time)","592731","Match,No Match","","671","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw092.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw038.bmp","green","Share","PRACTICE","1",""
