"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"html-keyboard-response","9","33240","0.0-5.0-1.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","10","34744","0.0-5.0-2.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw091.bmp","1","Match","e","1500","","","","","",""
"html-keyboard-response","11","38746","0.0-5.0-3.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","12","38938","0.0-5.0-4.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","188","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw091.bmp","1","Match","e","1500","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","0",""
"html-keyboard-response","13","39441","0.0-5.0-5.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","14","39945","0.0-5.0-1.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","15","41449","0.0-5.0-2.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","0","noMatchFace","i","1500","","","","","",""
"html-keyboard-response","16","45452","0.0-5.0-3.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","17","46637","0.0-5.0-4.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","1181","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw012.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw038.bmp","red","Keep","PRACTICE","1",""
"html-keyboard-response","18","47141","0.0-5.0-5.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","19","47643","0.0-5.0-1.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","20","50646","0.0-5.0-2.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp","1,0","Match","e","3000","","","","","",""
"html-keyboard-response","21","54650","0.0-5.0-3.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","22","55679","0.0-5.0-4.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","1026","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw070.bmp","1,0","Match","e","3000","trustrating_stim/white_mw042.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","23","56181","0.0-5.0-5.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","24","56684","0.0-5.0-1.4","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","25","61188","0.0-5.0-2.4","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","","","","","",""
"html-keyboard-response","26","65191","0.0-5.0-3.4","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","27","66643","0.0-5.0-4.4","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","1448","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw070.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","28","67149","0.0-5.0-5.4","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","29","67652","0.0-5.0-1.5","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","30","70654","0.0-5.0-2.5","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp","1,0","noMatchOutcome","i","3000","","","","","",""
"html-keyboard-response","31","74658","0.0-5.0-3.5","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","32","75470","0.0-5.0-4.5","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","809","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","0",""
"html-keyboard-response","33","75974","0.0-5.0-5.5","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"instructions","34","77141","0.0-6.0","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","[{""page_index"":0,""viewing_time"":1165}]","1166","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","77644","0.0-7.0-1.0","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","36","82146","0.0-7.0-2.0","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw040.bmp","1,0,1","Match","e","4500","","","","","",""
"html-keyboard-response","37","86150","0.0-7.0-3.0","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","38","87261","0.0-7.0-4.0","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","1106","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw040.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw092.bmp","green","Share","REAL","0",""
"html-keyboard-response","39","87766","0.0-7.0-5.0","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","","blur","40","88072","blurevent","","","","","","","","","","","","","","","","1"
"html-keyboard-response","40","88269","0.0-7.0-1.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","blur","40","88072","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","","1"
"html-keyboard-response","41","92774","0.0-7.0-2.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","blur","40","88072","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw091.bmp","0,1,0","noMatchFace","i","4500","","","","","","1"
"html-keyboard-response","42","96777","0.0-7.0-3.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","blur","40","88072","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","","1"
"","","","","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","","focus","43","99457","focusevent","","","","","","","","","","","","","","","",""
"html-keyboard-response","43","100092","0.0-7.0-4.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","3313","blur","40","88072","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw091.bmp","0,1,0","noMatchFace","i","4500","trustrating_stim/white_mw010.bmp","red","Keep","REAL","1","1"
"html-keyboard-response","44","100595","0.0-7.0-5.1","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","blur","40","88072","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","","1"
"","","","","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","","blur","45","106386","blurevent","","","","","","","","","","","","","","","","2"
"","","","","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","","focus","45","106927","focusevent","","","","","","","","","","","","","","","",""
"image-keyboard-response","45","108141","0.0-7.0-0.2-0.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","7542","","","","blurwarn","","","49","","","","","","","","","","","","","1"
"html-keyboard-response","46","108895","0.0-7.0-1.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","47","111901","0.0-7.0-2.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw013.bmp","0,1","noMatchFace","i","3000","","","","","",""
"html-keyboard-response","48","115905","0.0-7.0-3.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","49","117124","0.0-7.0-4.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","1215","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw013.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw040.bmp","red","Keep","REAL","1",""
"html-keyboard-response","50","117626","0.0-7.0-5.2","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","51","118130","0.0-7.0-1.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","52","121133","0.0-7.0-2.3","5f932e6a3ceaf50d5768745b","bdp_wmem","Wed Mar 15 2023 15:27:36 GMT-0400 (Eastern Daylight Time)","526611","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw038.bmp","1,0","Match","e","3000","","","","","",""
