"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","2","0.0-0.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","2339","0.0-1.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","[{""page_index"":0,""viewing_time"":2337}]","2337","","","","","","","","","","","","","","","","","","","",""
"","","","","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","","fullscreenenter","2","9225","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","10182","0.0-2.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","34918","0.0-4.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","[{""page_index"":0,""viewing_time"":14221},{""page_index"":1,""viewing_time"":7579},{""page_index"":2,""viewing_time"":1037},{""page_index"":3,""viewing_time"":415},{""page_index"":4,""viewing_time"":1482}]","24734","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","35420","0.0-5.0-1.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","38423","0.0-5.0-2.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","","","","","",""
"html-keyboard-response","6","42426","0.0-5.0-3.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","43091","0.0-5.0-4.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","662","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","trustrating_stim/white_mw092.bmp","red","Keep","PRACTICE","1",""
"html-keyboard-response","8","43594","0.0-5.0-5.0","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","9","44096","0.0-5.0-1.1","620bdd8ca922fc3f247f6c82","bdp_wmem","Sat Apr 08 2023 13:26:23 GMT-0400 (EDT)","535183","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
