"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","instructions","1","2489","0.0-1.0","[{""page_index"":0,""viewing_time"":2488}]","2488","","","","","","","","","","","","","","",""
"fullscreenexit","2","6991","fullscreenexit","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","fullscreen","2","7767","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","image-keyboard-response","3","10736","0.0-3.0-0.0","","2963","","","32","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","instructions","4","116066","0.0-4.0","[{""page_index"":0,""viewing_time"":17787},{""page_index"":1,""viewing_time"":39726},{""page_index"":2,""viewing_time"":17117},{""page_index"":3,""viewing_time"":12894},{""page_index"":4,""viewing_time"":17549}]","105073","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","html-keyboard-response","5","116574","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","html-keyboard-response","6","118083","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_wmem","Mon Mar 13 2023 21:54:56 GMT-0700 (Pacific Daylight Time)","651055","Match,No Match","html-keyboard-response","7","122091","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
