"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"pavlovia","0","17","0.0-0.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","blur","1","9478","blurevent","1","","","","","","","","","","","","","","","","",""
"","","","","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","focus","1","12826","focusevent","","","","","","","","","","","","","","","","","",""
"instructions","1","13852","0.0-1.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":13829}]","13829","","","","","","","","","","","","","","",""
"","","","","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","fullscreenenter","2","15555","fullscreenenter","","","","","","","","","","","","","","","","","",""
"fullscreen","2","16512","0.0-2.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","162581","0.0-4.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":61547},{""page_index"":1,""viewing_time"":51439},{""page_index"":2,""viewing_time"":17080},{""page_index"":3,""viewing_time"":6185},{""page_index"":4,""viewing_time"":9815}]","146066","","","","","","","","","","","","","","",""
"html-keyboard-response","4","163089","0.0-5.0-1.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","5","166093","0.0-5.0-2.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","","","","",""
"html-keyboard-response","6","170101","0.0-5.0-3.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","7","172192","0.0-5.0-4.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","2086","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","trustrating_stim/white_mw042.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","8","172699","0.0-5.0-5.0","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","9","173205","0.0-5.0-1.1","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","176211","0.0-5.0-2.1","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw040.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"html-keyboard-response","11","180216","0.0-5.0-3.1","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","183150","0.0-5.0-4.1","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","2928","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw040.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw040.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","13","183657","0.0-5.0-5.1","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","184162","0.0-5.0-1.2","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","185668","0.0-5.0-2.2","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","16","189678","0.0-5.0-3.2","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","191312","0.0-5.0-4.2","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","1630","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw091.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw003.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","18","191817","0.0-5.0-5.2","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","192325","0.0-5.0-1.3","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","196833","0.0-5.0-2.3","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw092.bmp","0,0,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","21","200841","0.0-5.0-3.3","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","203233","0.0-5.0-4.3","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","2386","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw092.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw042.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","23","203741","0.0-5.0-5.3","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","204246","0.0-5.0-1.4","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","205750","0.0-5.0-2.4","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","26","209761","0.0-5.0-3.4","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","211196","0.0-5.0-4.4","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","1431","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw078.bmp","1","Match","e","1500","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","28","211699","0.0-5.0-5.4","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","212211","0.0-5.0-1.5","6135752aa4ee5158b0708670","bdp_wmem","Thu Jul 28 2022 00:53:58 GMT-0400 (hora de verano oriental)","701263","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
