"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"pavlovia","0","2","0.0-0.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","blur","1","3040","blurevent","1","","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","focus","1","6782","focusevent","","","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","blur","1","12546","blurevent","","","","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","focus","1","90210","focusevent","","","","","","","","","","","","","","","","","",""
"instructions","1","91725","0.0-1.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":91723}]","91723","","","","","","","","","","","","","","",""
"","","","","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","fullscreenenter","2","93454","fullscreenenter","","","","","","","","","","","","","","","","","",""
"fullscreen","2","94443","0.0-2.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","97541","0.0-4.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":767},{""page_index"":1,""viewing_time"":395},{""page_index"":2,""viewing_time"":316},{""page_index"":3,""viewing_time"":368},{""page_index"":4,""viewing_time"":1251}]","3097","","","","","","","","","","","","","","",""
"html-keyboard-response","4","98044","0.0-5.0-1.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","5","99551","0.0-5.0-2.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","6","103555","0.0-5.0-3.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","7","104751","0.0-5.0-4.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","1194","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw033.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","8","105256","0.0-5.0-5.0","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","9","105760","0.0-5.0-1.1","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","110267","0.0-5.0-2.1","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw040.bmp","0,0,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","11","114272","0.0-5.0-3.1","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","114523","0.0-5.0-4.1","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","248","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw040.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_00050_931230_fa_edt.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","13","115024","0.0-5.0-5.1","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","115528","0.0-5.0-1.2","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","118534","0.0-5.0-2.2","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","16","122539","0.0-5.0-3.2","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","122758","0.0-5.0-4.2","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","216","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","trustrating_stim/white_mw092.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","18","123259","0.0-5.0-5.2","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","123765","0.0-5.0-1.3","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","128272","0.0-5.0-2.3","DAS","bdp_wmem","Tue Feb 08 2022 17:53:01 GMT-0500 (Eastern Standard Time)","178017","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw003.bmp","0,1,0","Match","e","4500","","","","",""
