"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","5","53543","0.0-5.0-2.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp","0,1,1","Match","e","4500","","","","",""
"html-keyboard-response","6","57548","0.0-5.0-3.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","","fullscreenexit","7","64310","fullscreenexit","","","","","","","","","","","","","","","",""
"html-keyboard-response","7","65469","0.0-5.0-4.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","7916","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp","0,1,1","Match","e","4500","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","8","65976","0.0-5.0-5.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","9","66481","0.0-5.0-1.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","69486","0.0-5.0-2.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","11","73490","0.0-5.0-3.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","75639","0.0-5.0-4.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","2145","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp","1,0","Match","e","3000","trustrating_stim/white_mw003.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","13","76145","0.0-5.0-5.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","76649","0.0-5.0-1.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","79653","0.0-5.0-2.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw013.bmp","0,1","noMatchFace","i","3000","","","","",""
"html-keyboard-response","16","83657","0.0-5.0-3.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","85360","0.0-5.0-4.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","1699","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw013.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw010.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","18","85864","0.0-5.0-5.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","86368","0.0-5.0-1.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","90873","0.0-5.0-2.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw085.bmp","0,1,0","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","21","94877","0.0-5.0-3.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","96968","0.0-5.0-4.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","2088","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw085.bmp","0,1,0","noMatchOutcome","i","4500","trustrating_stim/white_mw085.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","23","97473","0.0-5.0-5.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","97977","0.0-5.0-1.4","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","99482","0.0-5.0-2.4","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","","","","",""
"html-keyboard-response","26","103485","0.0-5.0-3.4","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","105452","0.0-5.0-4.4","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","1964","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw038.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","28","105957","0.0-5.0-5.4","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","106461","0.0-5.0-1.5","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","107966","0.0-5.0-2.5","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","31","111970","0.0-5.0-3.5","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","112583","0.0-5.0-4.5","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","610","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","113088","0.0-5.0-5.5","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","199985","0.0-6.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","[{""page_index"":0,""viewing_time"":86894}]","86894","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","200488","0.0-7.0-1.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","203493","0.0-7.0-2.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","37","207496","0.0-7.0-3.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","208637","0.0-7.0-4.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","1138","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp","1,0","Match","e","3000","trustrating_stim/white_mw070.bmp","red","Keep","REAL","1"
"html-keyboard-response","39","209142","0.0-7.0-5.0","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","209646","0.0-7.0-1.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","214151","0.0-7.0-2.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw038.bmp","1,1,0","noMatchFace","i","4500","","","","",""
"html-keyboard-response","42","218155","0.0-7.0-3.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","219908","0.0-7.0-4.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","1752","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw038.bmp","1,1,0","noMatchFace","i","4500","trustrating_stim/white_mw078.bmp","green","Share","REAL","1"
"html-keyboard-response","44","220412","0.0-7.0-5.1","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","220916","0.0-7.0-1.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","223920","0.0-7.0-2.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","47","227923","0.0-7.0-3.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","229125","0.0-7.0-4.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","1199","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","trustrating_stim/white_mw038.bmp","green","Share","REAL","1"
"html-keyboard-response","49","229627","0.0-7.0-5.2","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","50","230131","0.0-7.0-1.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","51","233135","0.0-7.0-2.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw040.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","52","237138","0.0-7.0-3.3","6362aca86b740b1ec4cb6efb","bdp_wmem","Fri Mar 10 2023 14:57:07 GMT-0500 (Eastern Standard Time)","653341","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
