"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","instructions","1","1669","0.0-1.0","[{""page_index"":0,""viewing_time"":1666}]","1667","","","","","","","","","","","","","","",""
"fullscreenexit","2","3723","fullscreenexit","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","fullscreen","2","4502","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","image-keyboard-response","3","4640","0.0-3.0-0.0","","137","","","32","","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","instructions","4","8270","0.0-4.0","[{""page_index"":0,""viewing_time"":728},{""page_index"":1,""viewing_time"":548},{""page_index"":2,""viewing_time"":508},{""page_index"":3,""viewing_time"":555},{""page_index"":4,""viewing_time"":1039}]","3378","","","","","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","5","8772","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","6","11773","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw012.bmp","1,0","noMatchOutcome","i","3000","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","7","15775","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","8","17932","0.0-5.0-4.0","","2156","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw012.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","0"
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","9","18434","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","10","18936","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","11","21937","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","0,1","Match","e","3000","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","12","25937","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","13","25995","0.0-5.0-4.1","","58","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","0,1","Match","e","3000","trustrating_stim/white_mw040.bmp","red","Keep","PRACTICE","1"
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","14","26496","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","15","26997","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","16","28499","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw070.bmp","0","noMatchFace","i","1500","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","17","32499","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","18","32687","0.0-5.0-4.2","","187","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw070.bmp","0","noMatchFace","i","1500","trustrating_stim/white_00050_931230_fa_edt.bmp","red","Keep","PRACTICE","0"
"","","","","dfghdfgh","bdp_wmem","Tue Oct 05 2021 13:27:08 GMT-0400 (Eastern Daylight Time)","468877","Match,No Match","html-keyboard-response","19","33188","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
