"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"pavlovia","0","11","0.0-0.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","blur","1","5713","blurevent","1","","","","","","","","","","","","","","","","",""
"","","","","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","focus","1","12593","focusevent","","","","","","","","","","","","","","","","","",""
"instructions","1","13850","0.0-1.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":13829}]","13829","","","","","","","","","","","","","","",""
"","","","","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","fullscreenenter","2","16588","fullscreenenter","","","","","","","","","","","","","","","","","",""
"fullscreen","2","17534","0.0-2.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","86124","0.0-4.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":32577},{""page_index"":1,""viewing_time"":11240},{""page_index"":2,""viewing_time"":5876},{""page_index"":3,""viewing_time"":2256},{""page_index"":4,""viewing_time"":16639}]","68588","","","","","","","","","","","","","","",""
"html-keyboard-response","4","86632","0.0-5.0-1.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","5","88140","0.0-5.0-2.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","6","92143","0.0-5.0-3.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","7","94131","0.0-5.0-4.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","1984","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","8","94635","0.0-5.0-5.0","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","9","95140","0.0-5.0-1.1","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","98143","0.0-5.0-2.1","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","","","","",""
"html-keyboard-response","11","102146","0.0-5.0-3.1","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","103318","0.0-5.0-4.1","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","1167","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","trustrating_stim/white_mw042.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","13","103822","0.0-5.0-5.1","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","104366","0.0-5.0-1.2","6282571cf39cd89341a474e9","bdp_wmem","Wed Jul 27 2022 12:40:28 GMT-0500 (Central Daylight Time)","574946","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
