"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"focus","0","0","focusevent","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","pavlovia","0","11","0.0-0.0","","","","","","","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","instructions","1","5942","0.0-1.0","[{""page_index"":0,""viewing_time"":5926}]","5927","","","","","","","","","","","","","","","",""
"fullscreenexit","2","10731","fullscreenexit","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","fullscreen","2","11729","0.0-2.0","","","true","","","","","","","","","","","","","","",""
"","","","fullscreenfail","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","image-keyboard-response","3","16064","0.0-3.0-0.0","","4330","","","32","","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","instructions","4","271677","0.0-4.0","[{""page_index"":0,""viewing_time"":78104},{""page_index"":1,""viewing_time"":87035},{""page_index"":2,""viewing_time"":43405},{""page_index"":3,""viewing_time"":23508},{""page_index"":4,""viewing_time"":23308}]","255361","","","","","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","5","272189","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","6","275195","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0","Match","e","3000","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","7","279206","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","8","280859","0.0-5.0-4.0","","1650","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","1,0","Match","e","3000","trustrating_stim/white_00807_941205_fb_edt.bmp","red","Keep","PRACTICE","1",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","9","281363","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","10","281869","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","11","284871","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","1,0","noMatchFace","i","3000","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","12","288883","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","13","289856","0.0-5.0-4.1","","971","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw013.bmp","red","Keep","PRACTICE","0",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","14","290365","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","15","290877","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","16","292392","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","17","296404","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","18","299089","0.0-5.0-4.2","","2682","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw040.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw013.bmp","red","Keep","PRACTICE","0",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","19","299595","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","20","300107","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","21","304611","0.0-5.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw040.bmp","0,1,1","Match","e","4500","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","22","308618","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","23","309895","0.0-5.0-4.3","","1274","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw040.bmp","0,1,1","Match","e","4500","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","1",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","24","310402","0.0-5.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","25","310908","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","26","315415","0.0-5.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw070.bmp","0,0,1","noMatchOutcome","i","4500","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","27","319431","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","28","320962","0.0-5.0-4.4","","1530","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw033.bmp,trustrating_stim/white_mw070.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw033.bmp","green","Share","PRACTICE","0",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","29","321468","0.0-5.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","30","321978","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","31","323481","0.0-5.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_00807_941205_fb_edt.bmp","1","Match","e","1500","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","32","327495","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","33","329228","0.0-5.0-4.5","","1731","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_00807_941205_fb_edt.bmp","1","Match","e","1500","trustrating_stim/white_00807_941205_fb_edt.bmp","green","Share","PRACTICE","1",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","34","329744","0.0-5.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","instructions","35","335471","0.0-6.0","[{""page_index"":0,""viewing_time"":5725}]","5726","","","","","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","36","335982","0.0-7.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","37","340491","0.0-7.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp","0,0,1","noMatchOutcome","i","4500","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","38","344498","0.0-7.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","39","345417","0.0-7.0-4.0","","918","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw003.bmp","red","Keep","REAL","0",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","40","345934","0.0-7.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","41","346440","0.0-7.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","42","350949","0.0-7.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw038.bmp","1,0,0","noMatchFace","i","4500","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","43","354956","0.0-7.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","44","356065","0.0-7.0-4.1","","1107","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw038.bmp","1,0,0","noMatchFace","i","4500","trustrating_stim/white_00807_941205_fb_edt.bmp","red","Keep","REAL","1",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","45","356573","0.0-7.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","46","357084","0.0-7.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","47","360091","0.0-7.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw033.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw033.bmp","1,0","noMatchOutcome","i","3000","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","48","364105","0.0-7.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6075ed15dc9411d0165d4dd9","bdp_wmem","Tue May 11 2021 16:02:51 GMT-0400 (Eastern Daylight Time)","780051","Match,No Match","html-keyboard-response","49","365078","0.0-7.0-4.2","","970","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw033.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_00807_941205_fb_edt.bmp","red","Keep","REAL","0",""
