"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"pavlovia","0","6","0.0-0.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","blur","1","1035","blurevent","1","","","","","","","","","","","","","","","","",""
"","","","","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","focus","1","14017","focusevent","","","","","","","","","","","","","","","","","",""
"instructions","1","16609","0.0-1.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":16601}]","16602","","","","","","","","","","","","","","",""
"","","","","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","fullscreenenter","2","19256","fullscreenenter","","","","","","","","","","","","","","","","","",""
"fullscreen","2","20219","0.0-2.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","","true","","","","","","","","","","","","","",""
"instructions","3","138572","0.0-4.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":27822},{""page_index"":1,""viewing_time"":66114},{""page_index"":2,""viewing_time"":14263},{""page_index"":3,""viewing_time"":6826},{""page_index"":4,""viewing_time"":3326}]","118351","","","","","","","","","","","","","","",""
"html-keyboard-response","4","139081","0.0-5.0-1.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","5","142090","0.0-5.0-2.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw040.bmp","1,0","noMatchFace","i","3000","","","","",""
"html-keyboard-response","6","146095","0.0-5.0-3.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","7","149847","0.0-5.0-4.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","3749","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw040.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw003.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","8","150357","0.0-5.0-5.0","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","9","150863","0.0-5.0-1.1","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","10","152373","0.0-5.0-2.1","63dc7b5bf451a34177b66c66","bdp_wmem","Fri Mar 10 2023 15:32:03 GMT-0500 (Eastern Standard Time)","672622","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","0","Match","e","1500","","","","",""
