"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"blur","0","0","blurevent","1","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","pavlovia","0","12","0.0-0.0","","","","","","","","","","","","","","","","",""
"focus","1","1044","focusevent","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","instructions","1","3068","0.0-1.0","[{""page_index"":0,""viewing_time"":3054}]","3054","","","","","","","","","","","","","","",""
"fullscreenenter","2","5146","fullscreenenter","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","fullscreen","2","6141","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","instructions","3","64443","0.0-4.0","[{""page_index"":0,""viewing_time"":14021},{""page_index"":1,""viewing_time"":19160},{""page_index"":2,""viewing_time"":17377},{""page_index"":3,""viewing_time"":2658},{""page_index"":4,""viewing_time"":5082}]","58299","","","","","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","4","64950","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","5","69453","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw010.bmp","1,0,0","Match","e","4500","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","6","73462","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","7","74697","0.0-5.0-4.0","","1233","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw010.bmp","1,0,0","Match","e","4500","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","1"
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","8","75206","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","9","75709","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","10","78717","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw085.bmp","1,0","Match","e","3000","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","11","82725","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","12","84186","0.0-5.0-4.1","","1458","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw085.bmp","1,0","Match","e","3000","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","0"
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","13","84694","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","14","85198","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","15","86702","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw013.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","","63d97863bc1e08294519edd8","bdp_wmem","Sun Mar 12 2023 14:06:39 GMT-0700 (Mountain Standard Time)","582126","Match,No Match","html-keyboard-response","16","90709","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
