"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","numBlurs","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","6","436733","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw038.bmp","1,0,1","Match","e","4500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","7","440739","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","8","443612","0.0-5.0-4.0","","2871","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw038.bmp","1,0,1","Match","e","4500","trustrating_stim/white_mw070.bmp","green","Share","PRACTICE","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","9","444124","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","10","444627","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","11","447630","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw003.bmp","0,1","Match","e","3000","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","12","451632","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","13","453708","0.0-5.0-4.1","","2074","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw003.bmp","0,1","Match","e","3000","trustrating_stim/white_mw003.bmp","green","Share","PRACTICE","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","14","454221","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","15","454722","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","16","456233","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","17","460242","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","18","461872","0.0-5.0-4.2","","1629","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw040.bmp","1","Match","e","1500","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","19","462380","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","20","462884","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","21","467393","0.0-5.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw003.bmp","1,1,0","noMatchOutcome","i","4500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","22","471407","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","23","474417","0.0-5.0-4.3","","3008","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw003.bmp","1,1,0","noMatchOutcome","i","4500","trustrating_stim/white_mw091.bmp","red","Keep","PRACTICE","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","24","474923","0.0-5.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","25","475438","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","26","476942","0.0-5.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw013.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","27","480950","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","28","484284","0.0-5.0-4.4","","3333","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw013.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","29","484793","0.0-5.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","30","485309","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","31","488327","0.0-5.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","1,0","noMatchFace","i","3000","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","32","492334","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","33","494083","0.0-5.0-4.5","","1746","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","34","494596","0.0-5.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","instructions","35","506244","0.0-6.0","[{""page_index"":0,""viewing_time"":11647}]","11648","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","36","506747","0.0-7.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","37","511256","0.0-7.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw042.bmp","1,1,0","Match","e","4500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","38","515267","0.0-7.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","39","518326","0.0-7.0-4.0","","3058","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw042.bmp","1,1,0","Match","e","4500","trustrating_stim/white_mw040.bmp","green","Share","REAL","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","40","518833","0.0-7.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","41","519344","0.0-7.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","42","520857","0.0-7.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw092.bmp","1","Match","e","1500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","43","524870","0.0-7.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","44","526562","0.0-7.0-4.1","","1692","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw092.bmp","1","Match","e","1500","trustrating_stim/white_mw092.bmp","green","Share","REAL","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","45","527078","0.0-7.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","46","527580","0.0-7.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","47","530597","0.0-7.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw085.bmp","0,1","Match","e","3000","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","48","534602","0.0-7.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","49","535953","0.0-7.0-4.2","","1351","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw085.bmp","0,1","Match","e","3000","trustrating_stim/white_mw012.bmp","red","Keep","REAL","1"
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","50","536461","0.0-7.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","51","536962","0.0-7.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","52","538468","0.0-7.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","53","542478","0.0-7.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_wmem","Mon Mar 13 2023 13:59:48 GMT-0400 (Eastern Daylight Time)","1008725","Match,No Match","","html-keyboard-response","54","545072","0.0-7.0-4.3","","2594","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw003.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw042.bmp","green","Share","REAL","1"
