"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","15","79867","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","16","82873","0.0-5.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1","Match","e","3000","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","17","86877","0.0-5.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","18","88224","0.0-5.0-4.2","","1346","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw078.bmp","0,1","Match","e","3000","trustrating_stim/white_mw012.bmp","red","Keep","PRACTICE","1",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","19","88731","0.0-5.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","20","89232","0.0-5.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","21","90739","0.0-5.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw085.bmp","0","Match","e","1500","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","22","94741","0.0-5.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","23","96101","0.0-5.0-4.3","","1358","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw085.bmp","0","Match","e","1500","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","1",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","24","96607","0.0-5.0-5.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","25","97111","0.0-5.0-1.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","26","100115","0.0-5.0-2.4","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw078.bmp","1,0","noMatchFace","i","3000","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","27","104121","0.0-5.0-3.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","28","105385","0.0-5.0-4.4","","1263","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw078.bmp","1,0","noMatchFace","i","3000","trustrating_stim/white_mw040.bmp","green","Share","PRACTICE","0",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","29","105892","0.0-5.0-5.4","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","30","106395","0.0-5.0-1.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","31","110899","0.0-5.0-2.5","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw078.bmp","0,0,1","noMatchOutcome","i","4500","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","32","114901","0.0-5.0-3.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","33","115960","0.0-5.0-4.5","","1058","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw078.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw078.bmp","red","Keep","PRACTICE","1",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","34","116467","0.0-5.0-5.5","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","instructions","35","118224","0.0-6.0","[{""page_index"":0,""viewing_time"":1757}]","1757","","","","","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","36","118732","0.0-7.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","37","123234","0.0-7.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw012.bmp","1,0,0","noMatchFace","i","4500","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","38","127234","0.0-7.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","39","128688","0.0-7.0-4.0","","1453","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw012.bmp","1,0,0","noMatchFace","i","4500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","40","129196","0.0-7.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","41","129702","0.0-7.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","42","131207","0.0-7.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw070.bmp","1","Match","e","1500","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","43","135212","0.0-7.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","44","136394","0.0-7.0-4.1","","1181","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw070.bmp","1","Match","e","1500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","45","136898","0.0-7.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","46","137401","0.0-7.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","47","138903","0.0-7.0-2.2","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","48","142908","0.0-7.0-3.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","49","143565","0.0-7.0-4.2","","656","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","REAL","1",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","50","144066","0.0-7.0-5.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","51","144573","0.0-7.0-1.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","52","149074","0.0-7.0-2.3","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","0,0,1","Match","e","4500","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","53","153080","0.0-7.0-3.3","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"","","","","6005fd9c8bbd67931607e518","bdp_wmem","Sun Mar 12 2023 20:40:57 GMT-0700 (Pacific Daylight Time)","572878","Match,No Match","html-keyboard-response","54","154096","0.0-7.0-4.3","","1016","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","0,0,1","Match","e","4500","trustrating_stim/white_mw091.bmp","red","Keep","REAL","1",""
