"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","numBlurs","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","11","447290","0.0-5.0-3.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","12","448499","0.0-5.0-4.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","1206","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw012.bmp,trustrating_stim/white_mw013.bmp","1,0","Match","e","3000","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","13","449002","0.0-5.0-5.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","14","449504","0.0-5.0-1.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","15","452507","0.0-5.0-2.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw091.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"html-keyboard-response","16","456509","0.0-5.0-3.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","17","458507","0.0-5.0-4.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","1994","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw091.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw091.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","18","459009","0.0-5.0-5.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","19","459511","0.0-5.0-1.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","20","464014","0.0-5.0-2.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw012.bmp","1,1,0","Match","e","4500","","","","",""
"html-keyboard-response","21","468017","0.0-5.0-3.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","22","471037","0.0-5.0-4.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","3017","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw042.bmp,trustrating_stim/white_mw012.bmp","1,1,0","Match","e","4500","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","23","471539","0.0-5.0-5.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","24","472041","0.0-5.0-1.4","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","25","473543","0.0-5.0-2.4","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw092.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","26","477547","0.0-5.0-3.4","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","27","479344","0.0-5.0-4.4","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","1795","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw092.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw010.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","28","479846","0.0-5.0-5.4","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","29","480348","0.0-5.0-1.5","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","30","481851","0.0-5.0-2.5","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","31","485853","0.0-5.0-3.5","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","32","486947","0.0-5.0-4.5","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","1093","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw078.bmp","1","Match","e","1500","trustrating_stim/white_mw078.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","33","487450","0.0-5.0-5.5","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","34","557558","0.0-6.0","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","[{""page_index"":0,""viewing_time"":70108}]","70108","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","35","558060","0.0-7.0-1.0","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","36","561063","0.0-7.0-2.0","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw003.bmp","0,1","Match","e","3000","","","","",""
"html-keyboard-response","37","565065","0.0-7.0-3.0","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","38","566195","0.0-7.0-4.0","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","1127","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw003.bmp","0,1","Match","e","3000","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
"html-keyboard-response","39","566697","0.0-7.0-5.0","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","40","567199","0.0-7.0-1.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","41","568701","0.0-7.0-2.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw091.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","42","572704","0.0-7.0-3.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","43","573586","0.0-7.0-4.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","879","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw091.bmp","1","Match","e","1500","trustrating_stim/white_mw091.bmp","green","Share","REAL","1"
"html-keyboard-response","44","574088","0.0-7.0-5.1","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","45","574590","0.0-7.0-1.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","46","576093","0.0-7.0-2.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"html-keyboard-response","47","580095","0.0-7.0-3.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","48","580725","0.0-7.0-4.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","628","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
"html-keyboard-response","49","581227","0.0-7.0-5.2","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","50","581729","0.0-7.0-1.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","51","586231","0.0-7.0-2.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw042.bmp","0,1,0","Match","e","4500","","","","",""
"html-keyboard-response","52","590233","0.0-7.0-3.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","null","","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","53","591916","0.0-7.0-4.3","63d3fb1c82d319ac2f752d80","bdp_wmem","Thu Mar 16 2023 00:28:48 GMT-0400 (Eastern Daylight Time)","1093747","Match,No Match","","1679","","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw042.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
