"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","instructions","1","188453","0.0-1.0","[{""page_index"":0,""viewing_time"":188450}]","188450","","","","","","","","","","","","","","",""
"fullscreenexit","2","192408","fullscreenexit","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","fullscreen","2","193196","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","image-keyboard-response","3","195437","0.0-3.0-0.0","","2237","","","32","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","instructions","4","488266","0.0-4.0","[{""page_index"":0,""viewing_time"":26201},{""page_index"":1,""viewing_time"":32408},{""page_index"":2,""viewing_time"":209551},{""page_index"":3,""viewing_time"":15991},{""page_index"":4,""viewing_time"":8424}]","292575","","","","","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","html-keyboard-response","5","488776","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","html-keyboard-response","6","491791","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw010.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"","","","","63d404f4eaf69448ef9e09e6","bdp_wmem","Wed Mar 15 2023 12:51:11 GMT-0700 (Pacific Daylight Time)","1029866","Match,No Match","html-keyboard-response","7","495796","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
