"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","pavlovia","0","5","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","instructions","1","12249","0.0-1.0","[{""page_index"":0,""viewing_time"":12242}]","12242","","","","","","","","","","","","","","",""
"fullscreenexit","2","15153","fullscreenexit","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","fullscreen","2","15925","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","image-keyboard-response","3","25720","0.0-3.0-0.0","","9792","","","32","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","instructions","4","71879","0.0-4.0","[{""page_index"":0,""viewing_time"":13887},{""page_index"":1,""viewing_time"":21712},{""page_index"":2,""viewing_time"":6967},{""page_index"":3,""viewing_time"":2016},{""page_index"":4,""viewing_time"":1312}]","45894","","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","html-keyboard-response","5","72383","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","html-keyboard-response","6","75391","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw010.bmp","0,1","noMatchOutcome","i","3000","","","","",""
"","","","","63d9f31dba727de153019798","bdp_wmem","Sat Apr 08 2023 13:38:44 GMT-0400 (Eastern Daylight Time)","597367","Match,No Match","html-keyboard-response","7","79400","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
