"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"blur","0","0","blurevent","1","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","","","","","",""
"focus","1","210","focusevent","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"focus","1","210","focusevent","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","instructions","1","29457","0.0-1.0","[{""page_index"":0,""viewing_time"":29453}]","29453","","","","","","","","","","","","","","",""
"fullscreenenter","2","31923","fullscreenenter","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","fullscreen","2","32868","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","instructions","3","888575","0.0-4.0","[{""page_index"":0,""viewing_time"":609353},{""page_index"":1,""viewing_time"":241458},{""page_index"":2,""viewing_time"":1887},{""page_index"":3,""viewing_time"":1771},{""page_index"":4,""viewing_time"":1236}]","855705","","","","","","","","","","","","","","",""
"","","","","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","html-keyboard-response","4","889077","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5adbc172e0feeb0001ca97ed","bdp_wmem","Wed Jul 27 2022 22:36:23 GMT-0700 (PDT)","1425520","Match,No Match","html-keyboard-response","5","890579","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw012.bmp","1","noMatchFace","i","1500","","","","",""
