"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"blur","0","0","blurevent","1","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"blur","0","0","blurevent","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","","","","","",""
"focus","1","15520","focusevent","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","instructions","1","17801","0.0-1.0","[{""page_index"":0,""viewing_time"":17800}]","17800","","","","","","","","","","","","","","",""
"fullscreenenter","2","19802","fullscreenenter","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","fullscreen","2","20765","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","instructions","3","40560","0.0-4.0","[{""page_index"":0,""viewing_time"":6632},{""page_index"":1,""viewing_time"":1333},{""page_index"":2,""viewing_time"":3924},{""page_index"":3,""viewing_time"":2314},{""page_index"":4,""viewing_time"":5589}]","19793","","","","","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","4","41063","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","5","45567","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw091.bmp","0,1,1","Match","e","4500","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","6","49570","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","7","50909","0.0-5.0-4.0","","1336","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw003.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp,trustrating_stim/white_mw091.bmp","0,1,1","Match","e","4500","trustrating_stim/white_mw003.bmp","red","Keep","PRACTICE","1"
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","8","51413","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","9","51917","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","10","54920","0.0-5.0-2.1","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp","0,1","Match","e","3000","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","11","58923","0.0-5.0-3.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","12","59290","0.0-5.0-4.1","","364","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw015.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw015.bmp,trustrating_stim/white_mw013.bmp","0,1","Match","e","3000","trustrating_stim/white_mw015.bmp","red","Keep","PRACTICE","0"
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","13","59794","0.0-5.0-5.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","https://ccnypsych.az1.qualtrics.com/jfe/form/SV_3mEUjljOKOh42Vg?PID","bdp_wmem","Fri Feb 25 2022 15:51:29 GMT-0500 (EST)","541617","Match,No Match","html-keyboard-response","14","60297","0.0-5.0-1.2","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
