"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","4","0.0-0.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","1506","0.0-1.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","[{""page_index"":0,""viewing_time"":1500}]","1500","","","","","","","","","","","","","","","","","","","",""
"","","","","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","","fullscreenenter","2","2480","fullscreenenter","","","","","","","","","","","","","","","",""
"","","","","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","","fullscreenexit","2","3364","fullscreenexit","","","","","","","","","","","","","","","",""
"fullscreen","2","3476","0.0-2.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"image-keyboard-response","3","7131","0.0-3.0-0.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","3653","","","","fullscreenfail","","","32","","","","","","","","","","","","",""
"instructions","4","26075","0.0-4.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","[{""page_index"":0,""viewing_time"":16787},{""page_index"":1,""viewing_time"":787},{""page_index"":2,""viewing_time"":462},{""page_index"":3,""viewing_time"":134},{""page_index"":4,""viewing_time"":518}]","18688","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","26580","0.0-5.0-1.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","6","29586","0.0-5.0-2.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","0,1","Match","e","3000","","","","","",""
"html-keyboard-response","7","33592","0.0-5.0-3.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","8","36291","0.0-5.0-4.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","2697","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw040.bmp,trustrating_stim/white_mw012.bmp","0,1","Match","e","3000","trustrating_stim/white_mw012.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","9","36796","0.0-5.0-5.0","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","10","37307","0.0-5.0-1.1","63d82d20ed2b67b4f77f1fc7","bdp_wmem","Wed Mar 15 2023 12:32:41 GMT-0700 (Pacific Daylight Time)","578448","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
