"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","3","0.0-0.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","4738","0.0-1.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","[{""page_index"":0,""viewing_time"":4735}]","4735","","","","","","","","","","","","","","","","","","","",""
"","","","","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","","fullscreenenter","2","6145","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","7128","0.0-2.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","55822","0.0-4.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","[{""page_index"":0,""viewing_time"":15697},{""page_index"":1,""viewing_time"":15581},{""page_index"":2,""viewing_time"":8916},{""page_index"":3,""viewing_time"":3366},{""page_index"":4,""viewing_time"":5132}]","48692","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","56327","0.0-5.0-1.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","57831","0.0-5.0-2.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","0","Match","e","1500","","","","","",""
"html-keyboard-response","6","61836","0.0-5.0-3.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","62943","0.0-5.0-4.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","1104","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw040.bmp","0","Match","e","1500","trustrating_stim/white_mw040.bmp","red","Keep","PRACTICE","1",""
"html-keyboard-response","8","63446","0.0-5.0-5.0","DSTESTING","bdp_wmem","Tue Jul 26 2022 22:44:28 GMT-0400 (Eastern Daylight Time)","671288","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
