"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"focus","0","0","focusevent","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","pavlovia","0","7","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","instructions","1","5318","0.0-1.0","[{""page_index"":0,""viewing_time"":5311}]","5311","","","","","","","","","","","","","","",""
"fullscreenexit","2","7675","fullscreenexit","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","fullscreen","2","8645","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","fullscreenfail","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","image-keyboard-response","3","9343","0.0-3.0-0.0","","694","","","32","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","instructions","4","96135","0.0-4.0","[{""page_index"":0,""viewing_time"":19368},{""page_index"":1,""viewing_time"":33342},{""page_index"":2,""viewing_time"":6438},{""page_index"":3,""viewing_time"":16796},{""page_index"":4,""viewing_time"":10591}]","86535","","","","","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","html-keyboard-response","5","96642","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","html-keyboard-response","6","99661","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw013.bmp","1,0","noMatchOutcome","i","3000","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","html-keyboard-response","7","103667","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","html-keyboard-response","8","106149","0.0-5.0-4.0","","2480","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw013.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","1"
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","html-keyboard-response","9","106665","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","60fd80b85dd6b22f66d16822","bdp_wmem","Wed Mar 15 2023 15:04:15 GMT-0500 (Central Daylight Time)","611787","Match,No Match","html-keyboard-response","10","107170","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
