"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"pavlovia","0","2","0.0-0.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"","","","","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","blur","1","1700","blurevent","1","","","","","","","","","","","","","","","","",""
"","","","","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","focus","1","3768","focusevent","","","","","","","","","","","","","","","","","",""
"instructions","1","5311","0.0-1.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":5309}]","5309","","","","","","","","","","","","","","",""
"fullscreen","2","8463","0.0-2.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","","","true","","","","","","","","","","","","","",""
"image-keyboard-response","3","32473","0.0-3.0-0.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","fullscreenfail","","","24009","","","32","","","","","","","","","","","",""
"instructions","4","50774","0.0-4.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","[{""page_index"":0,""viewing_time"":4498},{""page_index"":1,""viewing_time"":4001},{""page_index"":2,""viewing_time"":5307},{""page_index"":3,""viewing_time"":3137},{""page_index"":4,""viewing_time"":1107}]","18050","","","","","","","","","","","","","","",""
"html-keyboard-response","5","51275","0.0-5.0-1.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","6","52778","0.0-5.0-2.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw040.bmp","1","noMatchFace","i","1500","","","","",""
"html-keyboard-response","7","56780","0.0-5.0-3.0","63e51ddb19fccd05514c629c","bdp_wmem","Tue Mar 14 2023 10:57:55 GMT-0700 (Pacific Daylight Time)","505552","Match,No Match","","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
