"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","8","0.0-0.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","1110134","0.0-1.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","[{""page_index"":0,""viewing_time"":1110124}]","1110124","","","","","","","","","","","","","","","","","","","",""
"","","","","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","","fullscreenenter","2","1113045","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","1114024","0.0-2.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"instructions","3","1435871","0.0-4.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","[{""page_index"":0,""viewing_time"":317752},{""page_index"":1,""viewing_time"":621},{""page_index"":2,""viewing_time"":924},{""page_index"":3,""viewing_time"":1085},{""page_index"":4,""viewing_time"":1457}]","321840","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","1436378","0.0-5.0-1.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","1437890","0.0-5.0-2.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","","",""
"html-keyboard-response","6","1441897","0.0-5.0-3.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","1442013","0.0-5.0-4.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","112","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","PRACTICE","0",""
"html-keyboard-response","8","1442521","0.0-5.0-5.0","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","9","1443025","0.0-5.0-1.1","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","10","1446033","0.0-5.0-2.1","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw070.bmp","1,0","noMatchFace","i","3000","","","","","",""
"html-keyboard-response","11","1450041","0.0-5.0-3.1","5e2cd786dc63ca2ff798a0ca","bdp_wmem","Mon Mar 13 2023 13:39:55 GMT-0500 (Central Daylight Time)","1985201","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
