"event","trial","time","trialtype","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","numBlurs","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","55","172984","0.0-7.0-5.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","56","173489","0.0-7.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","57","174993","0.0-7.0-2.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","1","noMatchFace","i","1500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","58","178997","0.0-7.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","59","180036","0.0-7.0-4.4","","1036","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw078.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw042.bmp","green","Share","REAL","1"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","60","180542","0.0-7.0-5.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","61","181045","0.0-7.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","62","184052","0.0-7.0-2.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","63","188056","0.0-7.0-3.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","64","190257","0.0-7.0-4.5","","2197","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw042.bmp","1,0","Match","e","3000","trustrating_stim/white_mw091.bmp","green","Share","REAL","0"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","65","190765","0.0-7.0-5.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","66","191273","0.0-7.0-1.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","67","194280","0.0-7.0-2.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","68","198288","0.0-7.0-3.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","69","200011","0.0-7.0-4.6","","1721","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","2","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw092.bmp","1,0","Match","e","3000","trustrating_stim/white_mw092.bmp","red","Keep","REAL","0"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","70","200516","0.0-7.0-5.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","71","201024","0.0-7.0-1.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","72","204029","0.0-7.0-2.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchOutcome","i","3000","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","73","208034","0.0-7.0-3.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","74","209514","0.0-7.0-4.7","","1477","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw092.bmp,trustrating_stim/white_mw091.bmp","1,0","noMatchOutcome","i","3000","trustrating_stim/white_mw091.bmp","green","Share","REAL","0"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","75","210020","0.0-7.0-5.7","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","76","210529","0.0-7.0-1.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","77","215034","0.0-7.0-2.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","78","219041","0.0-7.0-3.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","79","224050","0.0-7.0-4.8","","5006","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp,trustrating_stim/white_mw038.bmp","0,1,0","Match","e","4500","trustrating_stim/white_mw038.bmp","red","Keep","REAL","1"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","80","224556","0.0-7.0-5.8","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","81","225064","0.0-7.0-1.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","82","226568","0.0-7.0-2.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw092.bmp","0","Match","e","1500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","83","230573","0.0-7.0-3.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","84","231462","0.0-7.0-4.9","","886","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw092.bmp","0","Match","e","1500","trustrating_stim/white_mw092.bmp","red","Keep","REAL","1"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","85","231966","0.0-7.0-5.9","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","86","232473","0.0-7.0-1.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","87","233979","0.0-7.0-2.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw091.bmp","0","noMatchOutcome","i","1500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","88","237982","0.0-7.0-3.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","89","238805","0.0-7.0-4.10","","820","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw091.bmp","0","noMatchOutcome","i","1500","trustrating_stim/white_mw091.bmp","green","Share","REAL","0"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","90","239312","0.0-7.0-5.10","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","91","239818","0.0-7.0-1.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","92","244326","0.0-7.0-2.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw078.bmp","0,0,1","noMatchFace","i","4500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","93","248334","0.0-7.0-3.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","94","249037","0.0-7.0-4.11","","701","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw040.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw078.bmp","0,0,1","noMatchFace","i","4500","trustrating_stim/white_mw040.bmp","red","Keep","REAL","0"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","95","249542","0.0-7.0-5.11","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","96","250049","0.0-7.0-1.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","97","253056","0.0-7.0-2.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","0,1","Match","e","3000","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","98","257062","0.0-7.0-3.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","99","258046","0.0-7.0-4.12","","981","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw038.bmp,trustrating_stim/white_mw013.bmp","0,1","Match","e","3000","trustrating_stim/white_mw038.bmp","red","Keep","REAL","1"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","100","258553","0.0-7.0-5.12","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","101","259056","0.0-7.0-1.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","102","260564","0.0-7.0-2.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw038.bmp","0","Match","e","1500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","103","264567","0.0-7.0-3.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","104","265233","0.0-7.0-4.13","","663","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw038.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw038.bmp","0","Match","e","1500","trustrating_stim/white_mw038.bmp","red","Keep","REAL","1"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","105","265739","0.0-7.0-5.13","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","106","266244","0.0-7.0-1.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","107","267750","0.0-7.0-2.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw092.bmp","0","noMatchOutcome","i","1500","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","108","271756","0.0-7.0-3.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","109","272293","0.0-7.0-4.14","","534","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw092.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw092.bmp","0","noMatchOutcome","i","1500","trustrating_stim/white_mw092.bmp","green","Share","REAL","0"
"","","","","5e654e2055e480000dcd002a","bdp_wmem","Tue Mar 14 2023 13:21:03 GMT-0400 (Eastern Daylight Time)","607202","Match,No Match","html-keyboard-response","110","272799","0.0-7.0-5.14","","null","","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
