"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"blur","0","0","blurevent","1","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","pavlovia","0","13","0.0-0.0","","","","","","","","","","","","","","","","",""
"focus","1","21395","focusevent","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"blur","1","25159","blurevent","2","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"focus","1","26291","focusevent","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","instructions","1","28737","0.0-1.0","[{""page_index"":0,""viewing_time"":28714}]","28715","","","","","","","","","","","","","","",""
"fullscreenenter","2","31596","fullscreenenter","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","fullscreen","2","32534","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","instructions","3","102151","0.0-4.0","[{""page_index"":0,""viewing_time"":13133},{""page_index"":1,""viewing_time"":27913},{""page_index"":2,""viewing_time"":15245},{""page_index"":3,""viewing_time"":4702},{""page_index"":4,""viewing_time"":8608}]","69602","","","","","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","html-keyboard-response","4","102655","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","html-keyboard-response","5","105660","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_00050_931230_fa_edt.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_00807_941205_fb_edt.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","0,1","noMatchFace","i","3000","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","html-keyboard-response","6","109664","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","html-keyboard-response","7","113567","0.0-5.0-4.0","","3898","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_00050_931230_fa_edt.bmp,trustrating_stim/white_00807_941205_fb_edt.bmp","0,1","noMatchFace","i","3000","trustrating_stim/white_mw091.bmp","red","Keep","PRACTICE","0"
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","html-keyboard-response","8","114084","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","5bf5ab78f35e0c000101b657","bdp_wmem","Tue May 11 2021 14:50:56 GMT-0500 (Central Daylight Time)","626419","Match,No Match","html-keyboard-response","9","114591","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
