"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr","numBlurs"
"pavlovia","0","12","0.0-0.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","","","","","","","","","","","","","","","","","","","","",""
"instructions","1","96561","0.0-1.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","[{""page_index"":0,""viewing_time"":96548}]","96548","","","","","","","","","","","","","","","","","","","",""
"","","","","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","","fullscreenenter","2","101739","fullscreenenter","","","","","","","","","","","","","","","",""
"fullscreen","2","102692","0.0-2.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","","","","","","true","","","","","","","","","","","","","","",""
"","","","","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","","fullscreenexit","3","103346","fullscreenexit","","","","","","","","","","","","","","","",""
"instructions","3","415525","0.0-4.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","[{""page_index"":0,""viewing_time"":22179},{""page_index"":1,""viewing_time"":112526},{""page_index"":2,""viewing_time"":9086},{""page_index"":3,""viewing_time"":5597},{""page_index"":4,""viewing_time"":163442}]","312831","","","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","4","416029","0.0-5.0-1.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","5","417533","0.0-5.0-2.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw085.bmp","1","noMatchFace","i","1500","","","","","",""
"html-keyboard-response","6","421536","0.0-5.0-3.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","7","424501","0.0-5.0-4.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","2961","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw085.bmp","1","noMatchFace","i","1500","trustrating_stim/white_mw042.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","8","425005","0.0-5.0-5.0","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
"html-keyboard-response","9","425508","0.0-5.0-1.1","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","","",""
"html-keyboard-response","10","427012","0.0-5.0-2.1","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw070.bmp","1","Match","e","1500","","","","","",""
"html-keyboard-response","11","431015","0.0-5.0-3.1","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","","",""
"html-keyboard-response","12","432279","0.0-5.0-4.1","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","1262","","","","","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw070.bmp","1","Match","e","1500","trustrating_stim/white_mw070.bmp","green","Share","PRACTICE","1",""
"html-keyboard-response","13","432782","0.0-5.0-5.1","60fdb99f392d7600a5d42c1f","bdp_wmem","Thu Jul 28 2022 09:13:38 GMT-0700 (Pacific Daylight Time)","1775134","Match,No Match","","null","","","","","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","","",""
