"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","labels","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"html-keyboard-response","8","46244","0.0-5.0-4.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","2567","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp","0,1","noMatchOutcome","i","3000","trustrating_stim/white_mw085.bmp","red","Keep","PRACTICE","0"
"html-keyboard-response","9","46751","0.0-5.0-5.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","10","47258","0.0-5.0-1.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","11","50261","0.0-5.0-2.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv2'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","","","","",""
"html-keyboard-response","12","54267","0.0-5.0-3.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","13","55874","0.0-5.0-4.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1605","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw091.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","2","trustrating_stim/white_mw085.bmp,trustrating_stim/white_mw091.bmp","0,1","Match","e","3000","trustrating_stim/white_mw091.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","14","56380","0.0-5.0-5.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","15","56885","0.0-5.0-1.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","16","58386","0.0-5.0-2.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","0","noMatchFace","i","1500","","","","",""
"html-keyboard-response","17","62391","0.0-5.0-3.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","18","63750","0.0-5.0-4.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1358","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw078.bmp","0","noMatchFace","i","1500","trustrating_stim/white_mw042.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","19","64256","0.0-5.0-5.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","20","64762","0.0-5.0-1.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","21","69268","0.0-5.0-2.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","0,1,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","22","73275","0.0-5.0-3.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","23","74928","0.0-5.0-4.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1648","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw010.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw010.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","0,1,1","noMatchOutcome","i","4500","trustrating_stim/white_mw010.bmp","green","Share","PRACTICE","0"
"html-keyboard-response","24","75433","0.0-5.0-5.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","25","75935","0.0-5.0-1.4","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","26","77437","0.0-5.0-2.4","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw078.bmp","0","Match","e","1500","","","","",""
"html-keyboard-response","27","81438","0.0-5.0-3.4","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","28","82666","0.0-5.0-4.4","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1226","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw078.bmp","0","Match","e","1500","trustrating_stim/white_mw078.bmp","red","Keep","PRACTICE","1"
"html-keyboard-response","29","83172","0.0-5.0-5.4","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","30","83679","0.0-5.0-1.5","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","31","88183","0.0-5.0-2.5","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp","0,0,1","Match","e","4500","","","","",""
"html-keyboard-response","32","92187","0.0-5.0-3.5","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","33","94073","0.0-5.0-4.5","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1884","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw085.bmp","0,0,1","Match","e","4500","trustrating_stim/white_mw085.bmp","green","Share","PRACTICE","1"
"html-keyboard-response","34","94577","0.0-5.0-5.5","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"instructions","35","96289","0.0-6.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","[{""page_index"":0,""viewing_time"":1710}]","1711","","","","","","","","","","","","","","",""
"html-keyboard-response","36","96791","0.0-7.0-1.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","37","101296","0.0-7.0-2.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw042.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw042.bmp","0,0,1","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","38","105300","0.0-7.0-3.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","39","106534","0.0-7.0-4.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1233","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw003.bmp,trustrating_stim/white_mw042.bmp","0,0,1","noMatchOutcome","i","4500","trustrating_stim/white_mw003.bmp","green","Share","REAL","0"
"html-keyboard-response","40","107037","0.0-7.0-5.0","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/error.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","41","107539","0.0-7.0-1.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","42","112042","0.0-7.0-2.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw078.bmp'><br><font color='red'><strong>Keep</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw085.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw085.bmp","1,0,0","noMatchOutcome","i","4500","","","","",""
"html-keyboard-response","43","116046","0.0-7.0-3.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","44","117738","0.0-7.0-4.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1691","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='red'><strong>Keep</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","3","trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw078.bmp,trustrating_stim/white_mw085.bmp","1,0,0","noMatchOutcome","i","4500","trustrating_stim/white_mw013.bmp","red","Keep","REAL","1"
"html-keyboard-response","45","118239","0.0-7.0-5.1","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'><font style='color:orange'>No Match<br>(i)</font></div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","46","118742","0.0-7.0-1.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","47","123249","0.0-7.0-2.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv3'><div class='tl'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tc'><img class='introPic' src='trustrating_stim/white_mw013.bmp'><br><font color='green'><strong>Share</strong></font></div><div class='tr'><img class='introPic' src='trustrating_stim/white_mw012.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","1,1,0","Match","e","4500","","","","",""
"html-keyboard-response","48","127255","0.0-7.0-3.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","49","129928","0.0-7.0-4.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","2671","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw070.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","3","trustrating_stim/white_mw070.bmp,trustrating_stim/white_mw013.bmp,trustrating_stim/white_mw012.bmp","1,1,0","Match","e","4500","trustrating_stim/white_mw070.bmp","green","Share","REAL","1"
"html-keyboard-response","50","130434","0.0-7.0-5.2","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"html-keyboard-response","51","130938","0.0-7.0-1.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"html-keyboard-response","52","132439","0.0-7.0-2.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='red'><strong>Keep</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","0","noMatchOutcome","i","1500","","","","",""
"html-keyboard-response","53","136441","0.0-7.0-3.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"html-keyboard-response","54","137934","0.0-7.0-4.3","5e7fb4743c00ce69510024fb","bdp_wmem","Tue Mar 14 2023 20:18:07 GMT-0500 (Central Daylight Time)","562808","Match,No Match","","","","","","1492","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","i","TARGET","1","trustrating_stim/white_mw003.bmp","0","noMatchOutcome","i","1500","trustrating_stim/white_mw003.bmp","green","Share","REAL","1"
