"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","labels","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","stimType","arraySize","arrayFaces","arrayOutcomes","matchType","corrResp","arrayDur","targFace","targCol","targOutcome","trialType","corr"
"blur","0","0","blurevent","1","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","instructions","1","14327","0.0-1.0","[{""page_index"":0,""viewing_time"":14323}]","14323","","","","","","","","","","","","","","",""
"fullscreenenter","2","15761","fullscreenenter","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","","","","","","","","","","","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","fullscreen","2","16749","0.0-2.0","","","true","","","","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","instructions","3","86180","0.0-4.0","[{""page_index"":0,""viewing_time"":29838},{""page_index"":1,""viewing_time"":21407},{""page_index"":2,""viewing_time"":8311},{""page_index"":3,""viewing_time"":8503},{""page_index"":4,""viewing_time"":1371}]","69430","","","","","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","html-keyboard-response","4","86683","0.0-5.0-1.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","html-keyboard-response","5","88184","0.0-5.0-2.0","","null","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src='img/fixation2_sml.jpg'></div><div class='arrayDiv1'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div></div>","null","ARRAY","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","html-keyboard-response","6","92185","0.0-5.0-3.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","DELAY","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","html-keyboard-response","7","92753","0.0-5.0-4.0","","568","","<div class='trialBorder'><div class='targDiv'><div class='tc'><img class='introPic' src='trustrating_stim/white_mw003.bmp'><br><font color='green'><strong>Share</strong></font></div></div><div class='respDiv'><div class='respDivL'>Match<br>(e)</div><div class='respDivR'>No Match<br>(i)</div></div></div>","e","TARGET","1","trustrating_stim/white_mw003.bmp","1","Match","e","1500","trustrating_stim/white_mw003.bmp","green","Share","PRACTICE","1"
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","html-keyboard-response","8","93255","0.0-5.0-5.0","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/correct.jpg'></div><div class='respDiv'><div class='respDivL'><font style='color:orange'>Match<br>(e)</font></div><div class='respDivR'>No Match<br>(i)</div></div></div>","null","FEEDBACK","","","","","","","","","","",""
"","","","","","63d413840c9c512ac3dfc533","bdp_wmem","Sun Mar 12 2023 14:39:23 GMT-0700 (Mountain Standard Time)","566107","Match,No Match","html-keyboard-response","9","93757","0.0-5.0-1.1","","null","","<div class='trialBorder'><div class='vertical-center'><img src='img/fixation2_sml.jpg'</img></div></div>","null","FIX","","","","","","","","","","",""
