"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","decision","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","8","142486","0.0-5.0-1.3","","8767","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","66","your acquaintances","3/4 or 75%","","50"
"","","","decision","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","9","149981","0.0-5.0-1.4","","7495","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","9","complete strangers","1/3 or 33%","","50"
"","","","","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","instructions","10","155564","0.0-6.0","[{""page_index"":0,""viewing_time"":5582}]","5582","","","","","","","",""
"","","","simRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","11","164783","0.0-7.0-1.0","","9219","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","complete strangers","","",""
"","","","simRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","12","168766","0.0-7.0-1.1","","3982","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","other prolific workers","","",""
"","","","simRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","13","172005","0.0-7.0-1.2","","3238","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your closest friends","","",""
"","","","simRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","14","176699","0.0-7.0-1.3","","4693","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","your acquaintances","","",""
"","","","simRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","15","182208","0.0-7.0-1.4","","5507","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","your high school classmates","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","instructions","16","186479","0.0-8.0","[{""page_index"":0,""viewing_time"":4271}]","4271","","","","","","","",""
"","","","abilRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","17","193145","0.0-9.0-1.0","","6665","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your acquaintances","","",""
"","","","abilRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","18","197134","0.0-9.0-1.1","","3989","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your high school classmates","","",""
"","","","abilRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","19","202123","0.0-9.0-1.2","","4987","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your closest friends","","",""
"","","","abilRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","20","205456","0.0-9.0-1.3","","3332","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","other prolific workers","","",""
"","","","abilRating","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","html-slider-response","21","208017","0.0-9.0-1.4","","2560","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","complete strangers","","",""
"fullscreenexit","22","208234","fullscreenexit","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_bc","Sat Mar 25 2023 19:50:52 GMT-0400 (Eastern Daylight Time)","209029","fullscreen","22","209029","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","209537","0.0-11.0","","null","","","null","","","","",""
