"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","","","","","","","","","","","","","",""
"","","","","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","pavlovia","0","9","0.0-0.0","","","","","","","","","",""
"","","","","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","instructions","1","1735","0.0-1.0","[{""page_index"":0,""viewing_time"":1724}]","1725","","","","","","","",""
"fullscreenexit","2","4035","fullscreenexit","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","","","","","","","","","","","","","",""
"","","","","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","fullscreen","2","5012","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","image-keyboard-response","3","5940","0.0-3.0-0.0","","927","","","32","","","","",""
"","","","","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","instructions","4","156282","0.0-4.0","[{""page_index"":0,""viewing_time"":46891},{""page_index"":1,""viewing_time"":21392},{""page_index"":2,""viewing_time"":21227},{""page_index"":3,""viewing_time"":6454},{""page_index"":4,""viewing_time"":35963},{""page_index"":5,""viewing_time"":2814},{""page_index"":6,""viewing_time"":3674},{""page_index"":7,""viewing_time"":11673}]","150089","","","","","","","",""
"","","","decision","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","html-slider-response","5","176841","0.0-5.0-1.0","","20551","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","19","your closest friends","2/3 or 67%","","50"
"","","","decision","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","html-slider-response","6","187649","0.0-5.0-1.1","","10803","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","42","your high school classmates","3/4 or 75%","","50"
"","","","decision","612fbc37af2136fe81fc71a9","bdp_bc","Wed Mar 29 2023 09:37:46 GMT-0700 (Pacific Daylight Time)","276716","html-slider-response","7","197836","0.0-5.0-1.2","","10184","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","43","complete strangers","1/2 or 50%","","50"
