"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","pavlovia","0","2","0.0-0.0","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","instructions","1","981","0.0-1.0","[{""page_index"":0,""viewing_time"":977}]","979","","","","","","","",""
"fullscreenexit","2","3559","fullscreenexit","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","fullscreen","2","4368","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","image-keyboard-response","3","4956","0.0-3.0-0.0","","584","","","32","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","instructions","4","61255","0.0-4.0","[{""page_index"":0,""viewing_time"":22170},{""page_index"":1,""viewing_time"":11446},{""page_index"":2,""viewing_time"":6562},{""page_index"":3,""viewing_time"":3341},{""page_index"":4,""viewing_time"":1377},{""page_index"":5,""viewing_time"":2167},{""page_index"":6,""viewing_time"":3016},{""page_index"":7,""viewing_time"":5954}]","56034","","","","","","","",""
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","html-slider-response","5","92650","0.0-5.0-1.0","","31391","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","2","your closest friends","1/3 or 33%","","50"
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","html-slider-response","6","100031","0.0-5.0-1.1","","7376","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","29","your high school classmates","3/4 or 75%","","50"
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","html-slider-response","7","116703","0.0-5.0-1.2","","16670","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","15","complete strangers","1/2 or 50%","","50"
"","","","decision","63f78c9346da47f7f8f3aef9","bdp_bc","Sun Apr 09 2023 17:03:32 GMT-0600 (Mountain Daylight Time)","178215","html-slider-response","8","124022","0.0-5.0-1.3","","7318","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","4","your acquaintances","1/4 or 25%","","50"
