"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","pavlovia","0","5","0.0-0.0","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","instructions","1","1762","0.0-1.0","[{""page_index"":0,""viewing_time"":1755}]","1755","","","","","","","",""
"fullscreenexit","2","4298","fullscreenexit","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","fullscreen","2","5060","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","image-keyboard-response","3","6415","0.0-3.0-0.0","","1348","","","32","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","instructions","4","64780","0.0-4.0","[{""page_index"":0,""viewing_time"":23463},{""page_index"":1,""viewing_time"":6156},{""page_index"":2,""viewing_time"":11163},{""page_index"":3,""viewing_time"":3933},{""page_index"":4,""viewing_time"":4277},{""page_index"":5,""viewing_time"":2778},{""page_index"":6,""viewing_time"":2737},{""page_index"":7,""viewing_time"":3600}]","58107","","","","","","","",""
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","5","103617","0.0-5.0-1.0","","38828","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","29","your high school classmates","1/2 or 50%","","50"
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","6","113923","0.0-5.0-1.1","","10298","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","62","your closest friends","3/4 or 75%","","50"
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","7","124218","0.0-5.0-1.2","","10289","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","19","your acquaintances","1/3 or 33%","","50"
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","8","134128","0.0-5.0-1.3","","9904","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","27","other prolific workers","1/4 or 25%","","50"
"","","","decision","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","9","143268","0.0-5.0-1.4","","9133","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","60","complete strangers","2/3 or 67%","","50"
"","","","","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","instructions","10","145245","0.0-6.0","[{""page_index"":0,""viewing_time"":1973}]","1973","","","","","","","",""
"","","","simRating","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","11","163937","0.0-7.0-1.0","","18689","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your high school classmates","","",""
"","","","simRating","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","12","185457","0.0-7.0-1.1","","21515","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","other prolific workers","","",""
"","","","simRating","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","13","194617","0.0-7.0-1.2","","9154","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your acquaintances","","",""
"","","","simRating","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","14","201385","0.0-7.0-1.3","","6763","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","complete strangers","","",""
"","","","simRating","63ea4301f63c1d26f0ff83e9","bdp_bc","Mon Mar 27 2023 07:59:23 GMT-0400 (Eastern Daylight Time)","252649","html-slider-response","15","207769","0.0-7.0-1.4","","6378","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","your closest friends","","",""
