"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","response","stimulus","group","fraction","maxAmt","sliderStart","key_press"
"pavlovia","0","9","0.0-0.0","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","","","","","","","","","","","","",""
"instructions","1","28863","0.0-1.0","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","[{""page_index"":0,""viewing_time"":28852}]","28853","","","","","","","","","","","",""
"","","","","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","","fullscreenenter","2","30430","fullscreenenter","","","","","","","",""
"fullscreen","2","31369","0.0-2.0","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","","","","","","true","","","","","","",""
"instructions","3","121010","0.0-4.0","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","[{""page_index"":0,""viewing_time"":18826},{""page_index"":1,""viewing_time"":20411},{""page_index"":2,""viewing_time"":11833},{""page_index"":3,""viewing_time"":4881},{""page_index"":4,""viewing_time"":9836},{""page_index"":5,""viewing_time"":4767},{""page_index"":6,""viewing_time"":2769},{""page_index"":7,""viewing_time"":16317}]","89640","","","","","","","","","","","",""
"html-slider-response","4","131732","0.0-5.0-1.0","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","10714","","","","decision","","12","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","complete strangers","1/3 or 33%","","50",""
"html-slider-response","5","143907","0.0-5.0-1.1","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","12171","","","","decision","","34","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","your closest friends","3/4 or 75%","","50",""
"html-slider-response","6","157924","0.0-5.0-1.2","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","14010","","","","decision","","9","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","other prolific workers","1/4 or 25%","","50",""
"html-slider-response","7","174059","0.0-5.0-1.3","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","16130","","","","decision","","30","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","your acquaintances","2/3 or 67%","","50",""
"html-slider-response","8","185128","0.0-5.0-1.4","5e7abb2c6c89e4000a180b4a","bdp_bc","Tue Mar 28 2023 15:44:30 GMT-0500 (Central Daylight Time)","267227","","11065","","","","decision","","18","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","your high school classmates","1/2 or 50%","","50",""
