"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","decision","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","7","156613","0.0-5.0-1.2","","2653","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","0","complete strangers","1/2 or 50%","","50"
"","","","decision","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","8","158598","0.0-5.0-1.3","","1984","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","0","your acquaintances","3/4 or 75%","","50"
"","","","decision","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","9","160547","0.0-5.0-1.4","","1949","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","0","your closest friends","1/3 or 33%","","50"
"","","","","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","instructions","10","164379","0.0-6.0","[{""page_index"":0,""viewing_time"":3831}]","3831","","","","","","","",""
"","","","simRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","11","175017","0.0-7.0-1.0","","10636","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","your acquaintances","","",""
"","","","simRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","12","184403","0.0-7.0-1.1","","9385","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","complete strangers","","",""
"","","","simRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","13","190198","0.0-7.0-1.2","","5795","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","1","your high school classmates","","",""
"","","","simRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","14","198396","0.0-7.0-1.3","","8197","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your closest friends","","",""
"","","","simRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","15","204143","0.0-7.0-1.4","","5746","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","other prolific workers","","",""
"","","","","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","instructions","16","206557","0.0-8.0","[{""page_index"":0,""viewing_time"":2413}]","2413","","","","","","","",""
"","","","abilRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","17","212310","0.0-9.0-1.0","","5752","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your acquaintances","","",""
"","","","abilRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","18","221972","0.0-9.0-1.1","","9661","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","2","complete strangers","","",""
"","","","abilRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","19","224927","0.0-9.0-1.2","","2953","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","1","your high school classmates","","",""
"","","","abilRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","20","227848","0.0-9.0-1.3","","2921","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","other prolific workers","","",""
"","","","abilRating","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","html-slider-response","21","230633","0.0-9.0-1.4","","2783","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","7","your closest friends","","",""
"fullscreenexit","22","230645","fullscreenexit","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","","","","","","","","","","","","","",""
"","","","","","628dec55823f672331c68577","bdp_bc","Sat Mar 25 2023 23:54:45 GMT-0400 (Eastern Daylight Time)","231634","fullscreen","22","231634","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","","html-keyboard-response","23","232138","0.0-11.0","","null","","","null","","","","",""
