"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","","","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","pavlovia","0","5","0.0-0.0","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","instructions","1","1055","0.0-1.0","[{""page_index"":0,""viewing_time"":1050}]","1050","","","","","","","",""
"fullscreenexit","2","3310","fullscreenexit","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","","","","","","","","","","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","fullscreen","2","4110","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","image-keyboard-response","3","5046","0.0-3.0-0.0","","934","","","32","","","","",""
"","","","","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","instructions","4","52494","0.0-4.0","[{""page_index"":0,""viewing_time"":8485},{""page_index"":1,""viewing_time"":9161},{""page_index"":2,""viewing_time"":9112},{""page_index"":3,""viewing_time"":2912},{""page_index"":4,""viewing_time"":3032},{""page_index"":5,""viewing_time"":4054},{""page_index"":6,""viewing_time"":3642},{""page_index"":7,""viewing_time"":6783}]","47182","","","","","","","",""
"","","","decision","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","html-slider-response","5","60626","0.0-5.0-1.0","","8080","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","13","your closest friends","1/3 or 33%","","50"
"","","","decision","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","html-slider-response","6","66005","0.0-5.0-1.1","","5378","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","61","complete strangers","2/3 or 67%","","50"
"","","","decision","63d13bce0971871b9ff88f56","bdp_bc","Sun Mar 26 2023 10:42:23 GMT-0400 (Eastern Daylight Time)","110243","html-slider-response","7","73013","0.0-5.0-1.2","","7006","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","28","your high school classmates","1/2 or 50%","","50"
