"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","pavlovia","0","29","0.0-0.0","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","instructions","1","1367","0.0-1.0","[{""page_index"":0,""viewing_time"":1336}]","1336","","","","","","","",""
"fullscreenexit","2","4956","fullscreenexit","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","fullscreen","2","5519","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","image-keyboard-response","3","7079","0.0-3.0-0.0","","1552","","","32","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","instructions","4","134970","0.0-4.0","[{""page_index"":0,""viewing_time"":24625},{""page_index"":1,""viewing_time"":16949},{""page_index"":2,""viewing_time"":12226},{""page_index"":3,""viewing_time"":8435},{""page_index"":4,""viewing_time"":15015},{""page_index"":5,""viewing_time"":9836},{""page_index"":6,""viewing_time"":19917},{""page_index"":7,""viewing_time"":20633}]","127637","","","","","","","",""
"","","","decision","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","5","164235","0.0-5.0-1.0","","29251","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","25","other prolific workers","1/3 or 33%","","50"
"","","","decision","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","6","175599","0.0-5.0-1.1","","11355","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","35","your closest friends","2/3 or 67%","","50"
"","","","decision","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","7","191308","0.0-5.0-1.2","","15703","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","8","your high school classmates","3/4 or 75%","","50"
"","","","decision","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","8","208821","0.0-5.0-1.3","","17503","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","7","complete strangers","1/4 or 25%","","50"
"","","","decision","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","9","215592","0.0-5.0-1.4","","6764","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","25","your acquaintances","1/2 or 50%","","50"
"","","","","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","instructions","10","220101","0.0-6.0","[{""page_index"":0,""viewing_time"":4504}]","4504","","","","","","","",""
"","","","simRating","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","11","233286","0.0-7.0-1.0","","13181","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your closest friends","","",""
"","","","simRating","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","12","246862","0.0-7.0-1.1","","13570","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","complete strangers","","",""
"","","","simRating","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","13","254088","0.0-7.0-1.2","","7219","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","your high school classmates","","",""
"","","","simRating","60ed200c728ab881912aac11","bdp_bc","Mon Mar 27 2023 00:19:49 GMT-0400 (Eastern Daylight Time)","300114","html-slider-response","14","259969","0.0-7.0-1.3","","5874","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","your acquaintances","","",""
