"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","","","","","","","","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","pavlovia","0","1","0.0-0.0","","","","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","instructions","1","2352","0.0-1.0","[{""page_index"":0,""viewing_time"":2351}]","2351","","","","","","","",""
"fullscreenexit","2","4506","fullscreenexit","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","","","","","","","","","","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","fullscreen","2","5302","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","image-keyboard-response","3","8254","0.0-3.0-0.0","","2950","","","32","","","","",""
"","","","","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","instructions","4","190133","0.0-4.0","[{""page_index"":0,""viewing_time"":47087},{""page_index"":1,""viewing_time"":15230},{""page_index"":2,""viewing_time"":24494},{""page_index"":3,""viewing_time"":55226},{""page_index"":4,""viewing_time"":10921},{""page_index"":5,""viewing_time"":5285},{""page_index"":6,""viewing_time"":8532},{""page_index"":7,""viewing_time"":14850}]","181625","","","","","","","",""
"","","","decision","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","5","207996","0.0-5.0-1.0","","17862","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","14","your high school classmates","1/2 or 50%","","50"
"","","","decision","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","6","225740","0.0-5.0-1.1","","17743","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","9","complete strangers","1/3 or 33%","","50"
"","","","decision","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","7","235812","0.0-5.0-1.2","","10070","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","19","your closest friends","1/4 or 25%","","50"
"","","","decision","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","8","247684","0.0-5.0-1.3","","11871","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","76","other prolific workers","3/4 or 75%","","50"
"","","","decision","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","9","259524","0.0-5.0-1.4","","11840","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","34","your acquaintances","2/3 or 67%","","50"
"","","","","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","instructions","10","265762","0.0-6.0","[{""page_index"":0,""viewing_time"":6237}]","6237","","","","","","","",""
"","","","simRating","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","11","273052","0.0-7.0-1.0","","7289","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","your high school classmates","","",""
"","","","simRating","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","12","275875","0.0-7.0-1.1","","2822","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","your closest friends","","",""
"","","","simRating","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","13","278780","0.0-7.0-1.2","","2902","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your acquaintances","","",""
"","","","simRating","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","14","284580","0.0-7.0-1.3","","5798","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","complete strangers","","",""
"","","","simRating","5f5834134283933a1c3b42d0","bdp_bc","Mon Mar 27 2023 15:42:19 GMT-0400 (Eastern Daylight Time)","313458","html-slider-response","15","287228","0.0-7.0-1.4","","2647","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","other prolific workers","","",""
