"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","pavlovia","0","8","0.0-0.0","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","instructions","1","2039","0.0-1.0","[{""page_index"":0,""viewing_time"":2029}]","2030","","","","","","","",""
"fullscreenexit","2","4969","fullscreenexit","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","fullscreen","2","5712","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","image-keyboard-response","3","6650","0.0-3.0-0.0","","925","","","32","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","instructions","4","51551","0.0-4.0","[{""page_index"":0,""viewing_time"":8342},{""page_index"":1,""viewing_time"":4532},{""page_index"":2,""viewing_time"":17602},{""page_index"":3,""viewing_time"":1678},{""page_index"":4,""viewing_time"":5258},{""page_index"":5,""viewing_time"":2260},{""page_index"":6,""viewing_time"":1688},{""page_index"":7,""viewing_time"":3270}]","44632","","","","","","","",""
"","","","decision","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","html-slider-response","5","70610","0.0-5.0-1.0","","19047","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","29","your acquaintances","1/3 or 33%","","50"
"","","","decision","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","html-slider-response","6","82377","0.0-5.0-1.1","","11761","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","40","other prolific workers","1/4 or 25%","","50"
"","","","decision","63e885e4e1fc973179d56f63","bdp_bc","Sun Apr 09 2023 17:47:23 GMT-0500 (Central Daylight Time)","162590","html-slider-response","7","102109","0.0-5.0-1.2","","19724","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","60","your high school classmates","2/3 or 67%","","50"
