"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"pavlovia","0","2","0.0-0.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","","","","","","","","","","","",""
"","","","","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","blur","1","3412","blurevent","1","","","","","","","","","",""
"","","","","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","focus","1","9080","focusevent","","","","","","","","","","",""
"instructions","1","11011","0.0-1.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","","","[{""page_index"":0,""viewing_time"":11009}]","11009","","","","","","","",""
"","","","","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","fullscreenenter","2","12182","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","13170","0.0-2.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","","","","","true","","","","","","",""
"instructions","3","91471","0.0-4.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","","","[{""page_index"":0,""viewing_time"":15184},{""page_index"":1,""viewing_time"":21070},{""page_index"":2,""viewing_time"":18408},{""page_index"":3,""viewing_time"":4519},{""page_index"":4,""viewing_time"":2200},{""page_index"":5,""viewing_time"":6128},{""page_index"":6,""viewing_time"":1936},{""page_index"":7,""viewing_time"":8856}]","78301","","","","","","","",""
"image-keyboard-response","4","95175","0.0-5.0-0.0-0.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","blurwarn","1","","3702","","","49","","","","",""
"html-slider-response","5","115041","0.0-5.0-1.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","decision","","","19615","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","69","your acquaintances","1/3 or 33%","","50"
"html-slider-response","6","124153","0.0-5.0-1.1","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","decision","","","9111","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","30","your high school classmates","2/3 or 67%","","50"
"html-slider-response","7","131496","0.0-5.0-1.2","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","decision","","","7342","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","87","complete strangers","1/4 or 25%","","50"
"html-slider-response","8","134881","0.0-5.0-1.3","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","decision","","","3383","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","64","other prolific workers","1/2 or 50%","","50"
"html-slider-response","9","140705","0.0-5.0-1.4","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","decision","","","5824","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","19","your closest friends","3/4 or 75%","","50"
"instructions","10","144893","0.0-6.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","","","[{""page_index"":0,""viewing_time"":4188}]","4188","","","","","","","",""
"html-slider-response","11","153253","0.0-7.0-1.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","simRating","","","8358","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your closest friends","","",""
"html-slider-response","12","156598","0.0-7.0-1.1","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","simRating","","","3343","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your high school classmates","","",""
"html-slider-response","13","158555","0.0-7.0-1.2","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","simRating","","","1957","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","7","your acquaintances","","",""
"html-slider-response","14","160771","0.0-7.0-1.3","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","simRating","","","2214","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","other prolific workers","","",""
"html-slider-response","15","162665","0.0-7.0-1.4","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","simRating","","","1894","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","complete strangers","","",""
"instructions","16","254393","0.0-8.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","","","[{""page_index"":0,""viewing_time"":91727}]","91727","","","","","","","",""
"html-slider-response","17","260444","0.0-9.0-1.0","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","abilRating","","","6050","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","2","your acquaintances","","",""
"html-slider-response","18","266598","0.0-9.0-1.1","5b184f9768a5ed0001734190","bdp_bc","Mon Mar 27 2023 01:12:16 GMT-0700 (Pacific Daylight Time)","275127","","","","abilRating","","","6152","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your high school classmates","","",""
