"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","simRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","11","177621","0.0-7.0-1.0","","5687","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","your high school classmates","","",""
"","","","simRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","12","181641","0.0-7.0-1.1","","4019","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your acquaintances","","",""
"","","","simRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","13","187592","0.0-7.0-1.2","","5950","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","complete strangers","","",""
"","","","simRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","14","191876","0.0-7.0-1.3","","4283","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","your closest friends","","",""
"","","","simRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","15","196687","0.0-7.0-1.4","","4810","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","other prolific workers","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","instructions","16","201486","0.0-8.0","[{""page_index"":0,""viewing_time"":4798}]","4798","","","","","","","",""
"","","","abilRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","17","210415","0.0-9.0-1.0","","8929","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your closest friends","","",""
"","","","abilRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","18","213642","0.0-9.0-1.1","","3226","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","other prolific workers","","",""
"","","","abilRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","19","215719","0.0-9.0-1.2","","2075","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your high school classmates","","",""
"","","","abilRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","20","218466","0.0-9.0-1.3","","2747","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your acquaintances","","",""
"","","","abilRating","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","html-slider-response","21","221071","0.0-9.0-1.4","","2605","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","complete strangers","","",""
"fullscreenexit","22","221273","fullscreenexit","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","","","","","","","","","","","","","",""
"","","","","63ea5b93d1c6d38e1f57dcfa","bdp_bc","Sun Apr 09 2023 20:32:42 GMT-0400 (Eastern Daylight Time)","222073","fullscreen","22","222072","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","222575","0.0-11.0","","null","","","null","","","","",""
