"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","pavlovia","0","5","0.0-0.0","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","instructions","1","1159","0.0-1.0","[{""page_index"":0,""viewing_time"":1153}]","1153","","","","","","","",""
"fullscreenexit","2","3390","fullscreenexit","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","fullscreen","2","4192","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","image-keyboard-response","3","5415","0.0-3.0-0.0","","1219","","","32","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","instructions","4","95274","0.0-4.0","[{""page_index"":0,""viewing_time"":51958},{""page_index"":1,""viewing_time"":7015},{""page_index"":2,""viewing_time"":16164},{""page_index"":3,""viewing_time"":2559},{""page_index"":4,""viewing_time"":1460},{""page_index"":5,""viewing_time"":1022},{""page_index"":6,""viewing_time"":8063},{""page_index"":7,""viewing_time"":1351}]","89593","","","","","","","",""
"","","","decision","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","html-slider-response","5","108073","0.0-5.0-1.0","","12795","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","68","your closest friends","1/2 or 50%","","50"
"","","","decision","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","html-slider-response","6","110449","0.0-5.0-1.1","","2373","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","80","complete strangers","3/4 or 75%","","50"
"","","","decision","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","html-slider-response","7","113793","0.0-5.0-1.2","","3341","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","60","other prolific workers","1/3 or 33%","","50"
"","","","decision","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","html-slider-response","8","116578","0.0-5.0-1.3","","2782","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","69","your high school classmates","1/4 or 25%","","50"
"","","","decision","627ea14463f25dce42e73d51","bdp_bc","Sun Mar 26 2023 13:04:43 GMT-0400 (Eastern Daylight Time)","167345","html-slider-response","9","118449","0.0-5.0-1.4","","1868","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","69","your acquaintances","2/3 or 67%","","50"
