"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","","","","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","pavlovia","0","1","0.0-0.0","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","instructions","1","1089","0.0-1.0","[{""page_index"":0,""viewing_time"":1088}]","1088","","","","","","","",""
"fullscreenexit","2","2473","fullscreenexit","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","","","","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","fullscreen","2","3275","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","image-keyboard-response","3","4444","0.0-3.0-0.0","","1169","","","32","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","instructions","4","175142","0.0-4.0","[{""page_index"":0,""viewing_time"":49668},{""page_index"":1,""viewing_time"":34136},{""page_index"":2,""viewing_time"":21072},{""page_index"":3,""viewing_time"":48576},{""page_index"":4,""viewing_time"":3253},{""page_index"":5,""viewing_time"":2123},{""page_index"":6,""viewing_time"":2265},{""page_index"":7,""viewing_time"":9343}]","170437","","","","","","","",""
"","","","decision","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","html-slider-response","5","202969","0.0-5.0-1.0","","27825","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","19","your high school classmates","2/3 or 67%","","50"
"","","","decision","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","html-slider-response","6","211364","0.0-5.0-1.1","","8395","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","2","your acquaintances","1/4 or 25%","","50"
"","","","decision","63d842d3e9626bd5fe5c17b1","bdp_bc","Mon Mar 27 2023 16:24:29 GMT-0700 (Pacific Daylight Time)","263596","html-slider-response","7","225420","0.0-5.0-1.2","","14055","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","19","your closest friends","3/4 or 75%","","50"
