"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","success","response","stimulus","group","fraction","maxAmt","sliderStart","numBlurs","key_press"
"pavlovia","0","4","0.0-0.0","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","","","","","","","","","","","","","",""
"instructions","1","1677","0.0-1.0","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","[{""page_index"":0,""viewing_time"":1672}]","1672","","","","","","","","","","","","",""
"","","","","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","","fullscreenenter","2","4055","fullscreenenter","","","","","","","","",""
"fullscreen","2","4980","0.0-2.0","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","","","","","","true","","","","","","","",""
"instructions","3","85064","0.0-4.0","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","[{""page_index"":0,""viewing_time"":19195},{""page_index"":1,""viewing_time"":14047},{""page_index"":2,""viewing_time"":15182},{""page_index"":3,""viewing_time"":11200},{""page_index"":4,""viewing_time"":2766},{""page_index"":5,""viewing_time"":2727},{""page_index"":6,""viewing_time"":7480},{""page_index"":7,""viewing_time"":7486}]","80083","","","","","","","","","","","","",""
"html-slider-response","4","103110","0.0-5.0-1.0","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","18042","","","","decision","","62","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","complete strangers","3/4 or 75%","","50","",""
"html-slider-response","5","114281","0.0-5.0-1.1","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","11167","","","","decision","","26","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","other prolific workers","1/4 or 25%","","50","",""
"html-slider-response","6","122418","0.0-5.0-1.2","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","8133","","","","decision","","24","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","your high school classmates","1/2 or 50%","","50","",""
"html-slider-response","7","131380","0.0-5.0-1.3","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","8959","","","","decision","","57","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","your acquaintances","2/3 or 67%","","50","",""
"html-slider-response","8","143149","0.0-5.0-1.4","60ff4339f5ffb265d16b144f","bdp_bc","Mon Mar 27 2023 16:37:51 GMT-0400 (Eastern Daylight Time)","197409","","11766","","","","decision","","7","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","your closest friends","1/3 or 33%","","50","",""
