"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","pavlovia","0","3","0.0-0.0","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","instructions","1","1176","0.0-1.0","[{""page_index"":0,""viewing_time"":1171}]","1171","","","","","","","",""
"fullscreenexit","2","2946","fullscreenexit","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","fullscreen","2","3739","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","image-keyboard-response","3","5048","0.0-3.0-0.0","","1308","","","32","","","","",""
"","","","","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","instructions","4","306454","0.0-4.0","[{""page_index"":0,""viewing_time"":131768},{""page_index"":1,""viewing_time"":31607},{""page_index"":2,""viewing_time"":30447},{""page_index"":3,""viewing_time"":21616},{""page_index"":4,""viewing_time"":18960},{""page_index"":5,""viewing_time"":42472},{""page_index"":6,""viewing_time"":16488},{""page_index"":7,""viewing_time"":7783}]","301142","","","","","","","",""
"","","","decision","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","html-slider-response","5","358337","0.0-5.0-1.0","","51878","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","33","your acquaintances","1/3 or 33%","","50"
"","","","decision","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","html-slider-response","6","371113","0.0-5.0-1.1","","12773","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","75","other prolific workers","3/4 or 75%","","50"
"","","","decision","63d9f31dba727de153019798","bdp_bc","Sun Apr 09 2023 19:06:36 GMT-0400 (Eastern Daylight Time)","468476","html-slider-response","7","379081","0.0-5.0-1.2","","7966","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","50","complete strangers","1/2 or 50%","","50"
