"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","","","","","","","","","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","pavlovia","0","1","0.0-0.0","","","","","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","instructions","1","1287","0.0-1.0","[{""page_index"":0,""viewing_time"":1285}]","1285","","","","","","","",""
"fullscreenexit","2","2679","fullscreenexit","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","","","","","","","","","","","","","",""
"","","","","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","fullscreen","2","3476","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","image-keyboard-response","3","4223","0.0-3.0-0.0","","746","","","32","","","","",""
"","","","","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","instructions","4","107300","0.0-4.0","[{""page_index"":0,""viewing_time"":20157},{""page_index"":1,""viewing_time"":15966},{""page_index"":2,""viewing_time"":18436},{""page_index"":3,""viewing_time"":9607},{""page_index"":4,""viewing_time"":9332},{""page_index"":5,""viewing_time"":10951},{""page_index"":6,""viewing_time"":6898},{""page_index"":7,""viewing_time"":11471}]","102818","","","","","","","",""
"","","","decision","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","html-slider-response","5","125606","0.0-5.0-1.0","","18305","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","14","your high school classmates","1/3 or 33%","","50"
"","","","decision","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","html-slider-response","6","140989","0.0-5.0-1.1","","15382","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","40","other prolific workers","1/4 or 25%","","50"
"","","","decision","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","html-slider-response","7","147421","0.0-5.0-1.2","","6431","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","50","complete strangers","1/2 or 50%","","50"
"","","","decision","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","html-slider-response","8","152261","0.0-5.0-1.3","","4839","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","50","your closest friends","3/4 or 75%","","50"
"","","","decision","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","html-slider-response","9","164254","0.0-5.0-1.4","","11992","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","24","your acquaintances","2/3 or 67%","","50"
"","","","","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","instructions","10","170513","0.0-6.0","[{""page_index"":0,""viewing_time"":6258}]","6258","","","","","","","",""
"","","","simRating","640132934d00561d78518c4c","bdp_bc","Mon Mar 27 2023 15:08:00 GMT-0400 (Eastern Daylight Time)","229151","html-slider-response","11","182102","0.0-7.0-1.0","","11588","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","other prolific workers","","",""
