"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"focus","0","0","focusevent","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","","","","","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","pavlovia","0","2","0.0-0.0","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","instructions","1","2235","0.0-1.0","[{""page_index"":0,""viewing_time"":2232}]","2232","","","","","","","",""
"fullscreenexit","2","3814","fullscreenexit","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","","","","","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","fullscreen","2","4616","0.0-2.0","","","true","","","","","","",""
"","","","fullscreenfail","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","image-keyboard-response","3","5599","0.0-3.0-0.0","","981","","","32","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","instructions","4","196438","0.0-4.0","[{""page_index"":0,""viewing_time"":152704},{""page_index"":1,""viewing_time"":9076},{""page_index"":2,""viewing_time"":4968},{""page_index"":3,""viewing_time"":5151},{""page_index"":4,""viewing_time"":6479},{""page_index"":5,""viewing_time"":18},{""page_index"":6,""viewing_time"":2608},{""page_index"":7,""viewing_time"":9580}]","190584","","","","","","","",""
"","","","decision","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","5","206087","0.0-5.0-1.0","","9647","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your acquaintances</strong>.<p>The target value for this round is:<br><strong>1/2 or 50%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/2 or 50%</strong> of the average of what a group of <strong>your acquaintances</strong> would guess.</div></div>","","61","your acquaintances","1/2 or 50%","","50"
"","","","decision","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","6","209869","0.0-5.0-1.1","","3780","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your high school classmates</strong>.<p>The target value for this round is:<br><strong>1/4 or 25%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/4 or 25%</strong> of the average of what a group of <strong>your high school classmates</strong> would guess.</div></div>","","50","your high school classmates","1/4 or 25%","","50"
"","","","decision","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","7","213155","0.0-5.0-1.2","","3284","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","36","other prolific workers","2/3 or 67%","","50"
"","","","decision","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","8","215626","0.0-5.0-1.3","","2469","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","67","complete strangers","1/3 or 33%","","50"
"","","","decision","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","9","218978","0.0-5.0-1.4","","3352","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>your closest friends</strong>.<p>The target value for this round is:<br><strong>3/4 or 75%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>3/4 or 75%</strong> of the average of what a group of <strong>your closest friends</strong> would guess.</div></div>","","22","your closest friends","3/4 or 75%","","50"
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","instructions","10","226233","0.0-6.0","[{""page_index"":0,""viewing_time"":7254}]","7254","","","","","","","",""
"","","","simRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","11","234423","0.0-7.0-1.0","","8188","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","your acquaintances","","",""
"","","","simRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","12","239067","0.0-7.0-1.1","","4644","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","your high school classmates","","",""
"","","","simRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","13","242087","0.0-7.0-1.2","","3019","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","your closest friends","","",""
"","","","simRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","14","245972","0.0-7.0-1.3","","3884","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","2","complete strangers","","",""
"","","","simRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","15","257172","0.0-7.0-1.4","","11198","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","other prolific workers","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","instructions","16","258935","0.0-8.0","[{""page_index"":0,""viewing_time"":1762}]","1762","","","","","","","",""
"","","","abilRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","17","263269","0.0-9.0-1.0","","4334","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","other prolific workers","","",""
"","","","abilRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","18","266376","0.0-9.0-1.1","","3106","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","complete strangers","","",""
"","","","abilRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","19","268424","0.0-9.0-1.2","","2047","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","your high school classmates","","",""
"","","","abilRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","20","270861","0.0-9.0-1.3","","2435","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your closest friends","","",""
"","","","abilRating","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","html-slider-response","21","275295","0.0-9.0-1.4","","4433","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","3","your acquaintances","","",""
"fullscreenexit","22","275548","fullscreenexit","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","","","","","","","","","","","","","",""
"","","","","5e55e83cc65ccb5ed547cb04","bdp_bc","Tue Mar 28 2023 21:45:08 GMT-0700 (Pacific Daylight Time)","276302","fullscreen","22","276302","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","276814","0.0-11.0","","null","","","null","","","","",""
