"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","response","group","fraction","maxAmt","sliderStart"
"","","","decision","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","8","184180","0.0-5.0-1.3","","14883","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>other prolific workers</strong>.<p>The target value for this round is:<br><strong>1/3 or 33%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>1/3 or 33%</strong> of the average of what a group of <strong>other prolific workers</strong> would guess.</div></div>","","14","other prolific workers","1/3 or 33%","","50"
"","","","decision","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","9","201429","0.0-5.0-1.4","","17245","","<div class='trialBorder'><div class='vertical-center'><p>On this round, please imagine that you are playing with a group of:<br><strong>complete strangers</strong>.<p>The target value for this round is:<br><strong>2/3 or 67%</strong>.<p><p>Please adjust the slider below to enter the value between 0 and 100 that you think would be equal to <strong>2/3 or 67%</strong> of the average of what a group of <strong>complete strangers</strong> would guess.</div></div>","","23","complete strangers","2/3 or 67%","","50"
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","instructions","10","207542","0.0-6.0","[{""page_index"":0,""viewing_time"":6111}]","6112","","","","","","","",""
"","","","simRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","11","216345","0.0-7.0-1.0","","8801","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","3","your high school classmates","","",""
"","","","simRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","12","222579","0.0-7.0-1.1","","6232","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","4","complete strangers","","",""
"","","","simRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","13","226745","0.0-7.0-1.2","","4163","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","6","your acquaintances","","",""
"","","","simRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","14","232895","0.0-7.0-1.3","","6148","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","8","your closest friends","","",""
"","","","simRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","15","236260","0.0-7.0-1.4","","3362","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how likely <br>(1=Not-at-all likely, 9=Very likely)<br>they would be to think like you</strong>.</div></div>","","5","other prolific workers","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","instructions","16","241119","0.0-8.0","[{""page_index"":0,""viewing_time"":4857}]","4857","","","","","","","",""
"","","","abilRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","17","256646","0.0-9.0-1.0","","15525","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your closest friends</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your closest friends","","",""
"","","","abilRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","18","259161","0.0-9.0-1.1","","2513","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>complete strangers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","complete strangers","","",""
"","","","abilRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","19","261443","0.0-9.0-1.2","","2280","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>other prolific workers</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","5","other prolific workers","","",""
"","","","abilRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","20","271928","0.0-9.0-1.3","","10485","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your acquaintances</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","6","your acquaintances","","",""
"","","","abilRating","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","html-slider-response","21","275243","0.0-9.0-1.4","","3313","","<div class='trialBorder'><div class='vertical-center'><p>Think about the group of <strong>your high school classmates</strong> that you imagined earlier.<p><p>Using the slider below, <strong>please rate how well <br>(1=Not-at-all well, 9=Very well)<br>you think they would perform in this game</strong>.</div></div>","","4","your high school classmates","","",""
"fullscreenexit","22","275508","fullscreenexit","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_bc","Mon Mar 27 2023 19:15:46 GMT-0700 (Pacific Daylight Time)","276250","fullscreen","22","276248","0.0-10.0","","","true","","","","","","",""
"","","","","","","","","html-keyboard-response","23","276758","0.0-11.0","","null","","","null","","","","",""
